country,scenario,calendar_year,grid_gco2_per_kwh,basis,r_power
DK,S1,2062,2.1841,pathway,0.101463696
DK,S1,2063,1.9625,pathway,0.101463696
DK,S1,2064,1.7634,pathway,0.101463696
DK,S1,2065,1.5845,pathway,0.101463696
DK,S1,2066,1.4237,pathway,0.101463696
DK,S1,2067,1.2793,pathway,0.101463696
DK,S1,2068,1.1495,pathway,0.101463696
DK,S1,2069,1.0328,pathway,0.101463696
DK,S1,2070,0.928,pathway,0.101463696
DK,S1,2071,0.8339,pathway,0.101463696
DK,S1,2072,0.7493,pathway,0.101463696
DK,S1,2073,0.6732,pathway,0.101463696
DK,S1,2074,0.6049,pathway,0.101463696
DK,S1,2075,0.5436,pathway,0.101463696
DK,S1,2076,0.4884,pathway,0.101463696
DK,S1,2077,0.4389,pathway,0.101463696
DK,S1,2078,0.3943,pathway,0.101463696
DK,S1,2079,0.3543,pathway,0.101463696
DK,S1,2080,0.3184,pathway,0.101463696
DK,S1,2081,0.2861,pathway,0.101463696
DK,S1,2082,0.257,pathway,0.101463696
DK,S1,2083,0.231,pathway,0.101463696
DK,S1,2084,0.2075,pathway,0.101463696
DK,S1,2085,0.1865,pathway,0.101463696
DK,S1,2086,0.1675,pathway,0.101463696
DK,S1,2087,0.1505,pathway,0.101463696
DK,S1,2088,0.1353,pathway,0.101463696
DK,S1,2089,0.1215,pathway,0.101463696
DK,S1,2090,0.1092,pathway,0.101463696
DK,S1,2091,0.0981,pathway,0.101463696
DK,S1,2092,0.0882,pathway,0.101463696
DK,S1,2093,0.0792,pathway,0.101463696
DK,S1,2094,0.0712,pathway,0.101463696
DK,S1,2095,0.064,pathway,0.101463696
DK,S1,2096,0.0575,pathway,0.101463696
DK,S1,2097,0.0516,pathway,0.101463696
DK,S1,2098,0.0464,pathway,0.101463696
DK,S1,2099,0.0417,pathway,0.101463696
DK,S1,2100,0.0375,pathway,0.101463696
DK,S2,1990,889.75,observed,0.101463696
DK,S2,1991,894.93,observed,0.101463696
DK,S2,1992,872.22,observed,0.101463696
DK,S2,1993,863.83,observed,0.101463696
DK,S2,1994,850.92,observed,0.101463696
DK,S2,1995,813.01,observed,0.101463696
DK,S2,1996,817.16,observed,0.101463696
DK,S2,1997,761.21,observed,0.101463696
DK,S2,1998,709.19,observed,0.101463696
DK,S2,1999,673.3,observed,0.101463696
DK,S2,2000,627.89,observed,0.101463696
DK,S2,2001,630.79,observed,0.101463696
DK,S2,2002,618.67,observed,0.101463696
DK,S2,2003,651.51,observed,0.101463696
DK,S2,2004,581.26,observed,0.101463696
DK,S2,2005,552.66,observed,0.101463696
DK,S2,2006,635.34,observed,0.101463696
DK,S2,2007,597.09,observed,0.101463696
DK,S2,2008,577.3,observed,0.101463696
DK,S2,2009,582.9,observed,0.101463696
DK,S2,2010,540.39,observed,0.101463696
DK,S2,2011,486.47,observed,0.101463696
DK,S2,2012,431.14,observed,0.101463696
DK,S2,2013,472.41,observed,0.101463696
DK,S2,2014,400.75,observed,0.101463696
DK,S2,2015,313.76,observed,0.101463696
DK,S2,2016,360.86,observed,0.101463696
DK,S2,2017,282.85,observed,0.101463696
DK,S2,2018,296.92,observed,0.101463696
DK,S2,2019,204.29,observed,0.101463696
DK,S2,2020,188.94,observed,0.101463696
DK,S2,2021,222.97,observed,0.101463696
DK,S2,2022,203.64,observed,0.101463696
DK,S2,2023,151.96,observed,0.101463696
DK,S2,2024,131.77,observed,0.101463696
DK,S2,2025,114.41,observed,0.101463696
DK,S2,2026,102.8015,pathway,0.101463696
DK,S2,2027,92.3709,pathway,0.101463696
DK,S2,2028,82.9986,pathway,0.101463696
DK,S2,2029,74.5773,pathway,0.101463696
DK,S2,2030,67.0104,pathway,0.101463696
DK,S2,2031,60.2113,pathway,0.101463696
DK,S2,2032,54.102,pathway,0.101463696
DK,S2,2033,48.6126,pathway,0.101463696
DK,S2,2034,43.6802,pathway,0.101463696
DK,S2,2035,39.2482,pathway,0.101463696
DK,S2,2036,35.266,pathway,0.101463696
DK,S2,2037,31.6878,pathway,0.101463696
DK,S2,2038,28.4726,pathway,0.101463696
DK,S2,2039,25.5837,pathway,0.101463696
DK,S2,2040,22.9879,pathway,0.101463696
DK,S2,2041,20.6554,pathway,0.101463696
DK,S2,2042,18.5596,pathway,0.101463696
DK,S2,2043,16.6765,pathway,0.101463696
DK,S2,2044,14.9845,pathway,0.101463696
DK,S2,2045,13.4641,pathway,0.101463696
DK,S2,2046,12.098,pathway,0.101463696
DK,S2,2047,10.8705,pathway,0.101463696
DK,S2,2048,9.7675,pathway,0.101463696
DK,S2,2049,8.7765,pathway,0.101463696
DK,S2,2050,7.886,pathway,0.101463696
DK,S2,2051,7.0858,pathway,0.101463696
DK,S2,2052,6.3669,pathway,0.101463696
DK,S2,2053,5.7209,pathway,0.101463696
DK,S2,2054,5.1404,pathway,0.101463696
DK,S2,2055,4.6188,pathway,0.101463696
DK,S2,2056,4.1502,pathway,0.101463696
DK,S2,2057,3.7291,pathway,0.101463696
DK,S2,2058,3.3507,pathway,0.101463696
DK,S2,2059,3.0108,pathway,0.101463696
DK,S2,2060,2.7053,pathway,0.101463696
DK,S2,2061,2.4308,pathway,0.101463696
DK,S2,2062,2.1841,pathway,0.101463696
DK,S2,2063,1.9625,pathway,0.101463696
DK,S2,2064,1.7634,pathway,0.101463696
DK,S2,2065,1.5845,pathway,0.101463696
DK,S2,2066,1.4237,pathway,0.101463696
DK,S2,2067,1.2793,pathway,0.101463696
DK,S2,2068,1.1495,pathway,0.101463696
DK,S2,2069,1.0328,pathway,0.101463696
DK,S2,2070,0.928,pathway,0.101463696
DK,S2,2071,0.8339,pathway,0.101463696
DK,S2,2072,0.7493,pathway,0.101463696
DK,S2,2073,0.6732,pathway,0.101463696
DK,S2,2074,0.6049,pathway,0.101463696
DK,S2,2075,0.5436,pathway,0.101463696
DK,S2,2076,0.4884,pathway,0.101463696
DK,S2,2077,0.4389,pathway,0.101463696
DK,S2,2078,0.3943,pathway,0.101463696
DK,S2,2079,0.3543,pathway,0.101463696
DK,S2,2080,0.3184,pathway,0.101463696
DK,S2,2081,0.2861,pathway,0.101463696
DK,S2,2082,0.257,pathway,0.101463696
DK,S2,2083,0.231,pathway,0.101463696
DK,S2,2084,0.2075,pathway,0.101463696
DK,S2,2085,0.1865,pathway,0.101463696
DK,S2,2086,0.1675,pathway,0.101463696
DK,S2,2087,0.1505,pathway,0.101463696
DK,S2,2088,0.1353,pathway,0.101463696
DK,S2,2089,0.1215,pathway,0.101463696
DK,S2,2090,0.1092,pathway,0.101463696
DK,S2,2091,0.0981,pathway,0.101463696
DK,S2,2092,0.0882,pathway,0.101463696
DK,S2,2093,0.0792,pathway,0.101463696
DK,S2,2094,0.0712,pathway,0.101463696
DK,S2,2095,0.064,pathway,0.101463696
DK,S2,2096,0.0575,pathway,0.101463696
DK,S2,2097,0.0516,pathway,0.101463696
DK,S2,2098,0.0464,pathway,0.101463696
DK,S2,2099,0.0417,pathway,0.101463696
DK,S2,2100,0.0375,pathway,0.101463696
DZ,S1,2000,638.58,observed,0.000558325
DZ,S1,2001,638.24,observed,0.000558325
DZ,S1,2002,637.98,observed,0.000558325
DZ,S1,2003,634.09,observed,0.000558325
DZ,S1,2004,634.56,observed,0.000558325
DZ,S1,2005,629.31,observed,0.000558325
DZ,S1,2006,635.82,observed,0.000558325
DZ,S1,2007,635.92,observed,0.000558325
DZ,S1,2008,635.35,observed,0.000558325
DZ,S1,2009,634.55,observed,0.000558325
DZ,S1,2010,637.0,observed,0.000558325
DZ,S1,2011,633.35,observed,0.000558325
DZ,S1,2012,632.75,observed,0.000558325
DZ,S1,2013,636.0,observed,0.000558325
DZ,S1,2014,637.0,observed,0.000558325
DZ,S1,2015,637.42,observed,0.000558325
DZ,S1,2016,636.4,observed,0.000558325
DZ,S1,2017,634.15,observed,0.000558325
DZ,S1,2018,632.7,observed,0.000558325
DZ,S1,2019,632.77,observed,0.000558325
DZ,S1,2020,632.61,observed,0.000558325
DZ,S1,2021,633.53,observed,0.000558325
DZ,S1,2022,633.65,observed,0.000558325
DZ,S1,2023,633.61,observed,0.000558325
DZ,S1,2024,632.94,observed,0.000558325
DZ,S1,2025,632.5866,pathway,0.000558325
DZ,S1,2026,632.2334,pathway,0.000558325
DZ,S1,2027,631.8804,pathway,0.000558325
DZ,S1,2028,631.5276,pathway,0.000558325
DZ,S1,2029,631.175,pathway,0.000558325
DZ,S1,2030,630.8226,pathway,0.000558325
DZ,S1,2031,630.4704,pathway,0.000558325
DZ,S1,2032,630.1184,pathway,0.000558325
DZ,S1,2033,629.7666,pathway,0.000558325
DZ,S1,2034,629.415,pathway,0.000558325
DZ,S1,2035,629.0636,pathway,0.000558325
DZ,S1,2036,628.7124,pathway,0.000558325
DZ,S1,2037,628.3613,pathway,0.000558325
DZ,S1,2038,628.0105,pathway,0.000558325
DZ,S1,2039,627.6599,pathway,0.000558325
DZ,S1,2040,627.3094,pathway,0.000558325
DZ,S1,2041,626.9592,pathway,0.000558325
DZ,S1,2042,626.6091,pathway,0.000558325
DZ,S1,2043,626.2593,pathway,0.000558325
DZ,S1,2044,625.9096,pathway,0.000558325
DZ,S1,2045,625.5602,pathway,0.000558325
DZ,S1,2046,625.2109,pathway,0.000558325
DZ,S1,2047,624.8618,pathway,0.000558325
DZ,S1,2048,624.513,pathway,0.000558325
DZ,S1,2049,624.1643,pathway,0.000558325
DZ,S1,2050,623.8158,pathway,0.000558325
DZ,S1,2051,623.4675,pathway,0.000558325
DZ,S1,2052,623.1194,pathway,0.000558325
DZ,S1,2053,622.7715,pathway,0.000558325
DZ,S1,2054,622.4238,pathway,0.000558325
DZ,S1,2055,622.0763,pathway,0.000558325
DZ,S1,2056,621.729,pathway,0.000558325
DZ,S1,2057,621.3818,pathway,0.000558325
DZ,S1,2058,621.0349,pathway,0.000558325
DZ,S1,2059,620.6882,pathway,0.000558325
DZ,S1,2060,620.3416,pathway,0.000558325
DZ,S1,2061,619.9953,pathway,0.000558325
DZ,S1,2062,619.6491,pathway,0.000558325
DZ,S1,2063,619.3031,pathway,0.000558325
DZ,S1,2064,618.9574,pathway,0.000558325
DZ,S1,2065,618.6118,pathway,0.000558325
DZ,S1,2066,618.2664,pathway,0.000558325
DZ,S1,2067,617.9212,pathway,0.000558325
DZ,S1,2068,617.5762,pathway,0.000558325
DZ,S1,2069,617.2314,pathway,0.000558325
DZ,S1,2070,616.8868,pathway,0.000558325
DZ,S1,2071,616.5424,pathway,0.000558325
DZ,S1,2072,616.1981,pathway,0.000558325
DZ,S1,2073,615.8541,pathway,0.000558325
DZ,S1,2074,615.5102,pathway,0.000558325
DZ,S1,2075,615.1666,pathway,0.000558325
DZ,S1,2076,614.8231,pathway,0.000558325
DZ,S1,2077,614.4799,pathway,0.000558325
DZ,S1,2078,614.1368,pathway,0.000558325
DZ,S1,2079,613.7939,pathway,0.000558325
DZ,S1,2080,613.4512,pathway,0.000558325
DZ,S1,2081,613.1087,pathway,0.000558325
DZ,S1,2082,612.7664,pathway,0.000558325
DZ,S1,2083,612.4242,pathway,0.000558325
DZ,S1,2084,612.0823,pathway,0.000558325
DZ,S1,2085,611.7406,pathway,0.000558325
DZ,S1,2086,611.399,pathway,0.000558325
DZ,S1,2087,611.0577,pathway,0.000558325
DZ,S1,2088,610.7165,pathway,0.000558325
DZ,S1,2089,610.3755,pathway,0.000558325
DZ,S1,2090,610.0347,pathway,0.000558325
DZ,S1,2091,609.6941,pathway,0.000558325
DZ,S1,2092,609.3537,pathway,0.000558325
DZ,S1,2093,609.0135,pathway,0.000558325
DZ,S1,2094,608.6735,pathway,0.000558325
DZ,S1,2095,608.3336,pathway,0.000558325
DZ,S1,2096,607.994,pathway,0.000558325
DZ,S1,2097,607.6545,pathway,0.000558325
DZ,S1,2098,607.3153,pathway,0.000558325
DZ,S1,2099,606.9762,pathway,0.000558325
DZ,S1,2100,606.6373,pathway,0.000558325
EG,S1,2000,525.64,observed,0.005285855
EG,S1,2001,533.76,observed,0.005285855
EG,S1,2002,542.97,observed,0.005285855
EG,S1,2003,556.03,observed,0.005285855
EG,S1,2004,559.9,observed,0.005285855
EG,S1,2005,566.99,observed,0.005285855
EG,S1,2006,570.21,observed,0.005285855
EG,S1,2007,567.58,observed,0.005285855
EG,S1,2008,567.39,observed,0.005285855
EG,S1,2009,576.45,observed,0.005285855
EG,S1,2010,582.7,observed,0.005285855
EG,S1,2011,583.18,observed,0.005285855
EG,S1,2012,587.88,observed,0.005285855
EG,S1,2013,589.17,observed,0.005285855
EG,S1,2014,591.86,observed,0.005285855
EG,S1,2015,592.26,observed,0.005285855
EG,S1,2016,592.97,observed,0.005285855
EG,S1,2017,594.69,observed,0.005285855
EG,S1,2018,592.41,observed,0.005285855
EG,S1,2019,582.49,observed,0.005285855
EG,S1,2020,569.08,observed,0.005285855
EG,S1,2021,568.06,observed,0.005285855
EG,S1,2022,570.04,observed,0.005285855
EG,S1,2023,571.29,observed,0.005285855
EG,S1,2024,574.5,observed,0.005285855
EG,S1,2025,563.23,observed,0.005285855
EG,S1,2026,560.2528,pathway,0.005285855
EG,S1,2027,557.2914,pathway,0.005285855
EG,S1,2028,554.3457,pathway,0.005285855
EG,S1,2029,551.4155,pathway,0.005285855
EG,S1,2030,548.5008,pathway,0.005285855
EG,S1,2031,545.6015,pathway,0.005285855
EG,S1,2032,542.7175,pathway,0.005285855
EG,S1,2033,539.8488,pathway,0.005285855
EG,S1,2034,536.9952,pathway,0.005285855
EG,S1,2035,534.1567,pathway,0.005285855
EG,S1,2036,531.3333,pathway,0.005285855
EG,S1,2037,528.5247,pathway,0.005285855
EG,S1,2038,525.731,pathway,0.005285855
EG,S1,2039,522.9521,pathway,0.005285855
EG,S1,2040,520.1878,pathway,0.005285855
EG,S1,2041,517.4382,pathway,0.005285855
EG,S1,2042,514.7031,pathway,0.005285855
EG,S1,2043,511.9824,pathway,0.005285855
EG,S1,2044,509.2762,pathway,0.005285855
EG,S1,2045,506.5842,pathway,0.005285855
EG,S1,2046,503.9065,pathway,0.005285855
EG,S1,2047,501.2429,pathway,0.005285855
EG,S1,2048,498.5934,pathway,0.005285855
EG,S1,2049,495.9579,pathway,0.005285855
EG,S1,2050,493.3364,pathway,0.005285855
EG,S1,2051,490.7287,pathway,0.005285855
EG,S1,2052,488.1347,pathway,0.005285855
EG,S1,2053,485.5545,pathway,0.005285855
EG,S1,2054,482.988,pathway,0.005285855
EG,S1,2055,480.4349,pathway,0.005285855
EG,S1,2056,477.8954,pathway,0.005285855
EG,S1,2057,475.3694,pathway,0.005285855
EG,S1,2058,472.8566,pathway,0.005285855
EG,S1,2059,470.3572,pathway,0.005285855
EG,S1,2060,467.8709,pathway,0.005285855
EG,S1,2061,465.3978,pathway,0.005285855
EG,S1,2062,462.9378,pathway,0.005285855
EG,S1,2063,460.4908,pathway,0.005285855
EG,S1,2064,458.0567,pathway,0.005285855
EG,S1,2065,455.6355,pathway,0.005285855
EG,S1,2066,453.227,pathway,0.005285855
EG,S1,2067,450.8314,pathway,0.005285855
EG,S1,2068,448.4483,pathway,0.005285855
EG,S1,2069,446.0779,pathway,0.005285855
EG,S1,2070,443.72,pathway,0.005285855
EG,S1,2071,441.3746,pathway,0.005285855
EG,S1,2072,439.0415,pathway,0.005285855
EG,S1,2073,436.7208,pathway,0.005285855
EG,S1,2074,434.4124,pathway,0.005285855
EG,S1,2075,432.1161,pathway,0.005285855
EG,S1,2076,429.832,pathway,0.005285855
EG,S1,2077,427.56,pathway,0.005285855
EG,S1,2078,425.3,pathway,0.005285855
EG,S1,2079,423.0519,pathway,0.005285855
EG,S1,2080,420.8157,pathway,0.005285855
EG,S1,2081,418.5913,pathway,0.005285855
EG,S1,2082,416.3787,pathway,0.005285855
EG,S1,2083,414.1778,pathway,0.005285855
EG,S1,2084,411.9885,pathway,0.005285855
EG,S1,2085,409.8108,pathway,0.005285855
EG,S1,2086,407.6446,pathway,0.005285855
EG,S1,2087,405.4899,pathway,0.005285855
EG,S1,2088,403.3465,pathway,0.005285855
EG,S1,2089,401.2145,pathway,0.005285855
EG,S1,2090,399.0937,pathway,0.005285855
EG,S1,2091,396.9841,pathway,0.005285855
EG,S1,2092,394.8857,pathway,0.005285855
EG,S1,2093,392.7984,pathway,0.005285855
EG,S1,2094,390.7222,pathway,0.005285855
EG,S1,2095,388.6569,pathway,0.005285855
EG,S1,2096,386.6025,pathway,0.005285855
EG,S1,2097,384.559,pathway,0.005285855
EG,S1,2098,382.5262,pathway,0.005285855
EG,S1,2099,380.5043,pathway,0.005285855
EG,S1,2100,378.493,pathway,0.005285855
ES,S1,1990,437.22,observed,0.080030901
ES,S1,1991,427.38,observed,0.080030901
ES,S1,1992,472.58,observed,0.080030901
ES,S1,1993,443.91,observed,0.080030901
ES,S1,1994,433.92,observed,0.080030901
ES,S1,1995,465.68,observed,0.080030901
ES,S1,1996,385.66,observed,0.080030901
ES,S1,1997,430.76,observed,0.080030901
ES,S1,1998,423.65,observed,0.080030901
ES,S1,1999,483.3,observed,0.080030901
ES,S1,2000,470.89,observed,0.080030901
ES,S1,2001,422.49,observed,0.080030901
ES,S1,2002,481.89,observed,0.080030901
ES,S1,2003,429.23,observed,0.080030901
ES,S1,2004,449.12,observed,0.080030901
ES,S1,2005,475.06,observed,0.080030901
ES,S1,2006,432.76,observed,0.080030901
ES,S1,2007,438.85,observed,0.080030901
ES,S1,2008,390.23,observed,0.080030901
ES,S1,2009,355.02,observed,0.080030901
ES,S1,2010,288.25,observed,0.080030901
ES,S1,2011,337.28,observed,0.080030901
ES,S1,2012,351.11,observed,0.080030901
ES,S1,2013,286.86,observed,0.080030901
ES,S1,2014,288.99,observed,0.080030901
ES,S1,2015,328.5,observed,0.080030901
ES,S1,2016,282.93,observed,0.080030901
ES,S1,2017,329.17,observed,0.080030901
ES,S1,2018,290.86,observed,0.080030901
ES,S1,2019,246.67,observed,0.080030901
ES,S1,2020,199.1,observed,0.080030901
ES,S1,2021,193.54,observed,0.080030901
ES,S1,2022,217.13,observed,0.080030901
ES,S1,2023,169.68,observed,0.080030901
ES,S1,2024,146.22,observed,0.080030901
ES,S1,2025,153.6,observed,0.080030901
ES,S1,2026,141.3073,pathway,0.080030901
ES,S1,2027,129.9983,pathway,0.080030901
ES,S1,2028,119.5944,pathway,0.080030901
ES,S1,2029,110.0232,pathway,0.080030901
ES,S1,2030,101.2179,pathway,0.080030901
ES,S1,2031,93.1174,pathway,0.080030901
ES,S1,2032,85.6651,pathway,0.080030901
ES,S1,2033,78.8092,pathway,0.080030901
ES,S1,2034,72.5021,pathway,0.080030901
ES,S1,2035,66.6997,pathway,0.080030901
ES,S1,2036,61.3616,pathway,0.080030901
ES,S1,2037,56.4508,pathway,0.080030901
ES,S1,2038,51.933,pathway,0.080030901
ES,S1,2039,47.7767,pathway,0.080030901
ES,S1,2040,43.9531,pathway,0.080030901
ES,S1,2041,40.4355,pathway,0.080030901
ES,S1,2042,37.1994,pathway,0.080030901
ES,S1,2043,34.2223,pathway,0.080030901
ES,S1,2044,31.4835,pathway,0.080030901
ES,S1,2045,28.9638,pathway,0.080030901
ES,S1,2046,26.6458,pathway,0.080030901
ES,S1,2047,24.5133,pathway,0.080030901
ES,S1,2048,22.5515,pathway,0.080030901
ES,S1,2049,20.7467,pathway,0.080030901
ES,S1,2050,19.0863,pathway,0.080030901
ES,S1,2051,17.5588,pathway,0.080030901
ES,S1,2052,16.1536,pathway,0.080030901
ES,S1,2053,14.8608,pathway,0.080030901
ES,S1,2054,13.6715,pathway,0.080030901
ES,S1,2055,12.5773,pathway,0.080030901
ES,S1,2056,11.5708,pathway,0.080030901
ES,S1,2057,10.6447,pathway,0.080030901
ES,S1,2058,9.7928,pathway,0.080030901
ES,S1,2059,9.0091,pathway,0.080030901
ES,S1,2060,8.2881,pathway,0.080030901
ES,S1,2061,7.6248,pathway,0.080030901
ES,S1,2062,7.0146,pathway,0.080030901
ES,S1,2063,6.4532,pathway,0.080030901
ES,S1,2064,5.9367,pathway,0.080030901
ES,S1,2065,5.4616,pathway,0.080030901
ES,S1,2066,5.0245,pathway,0.080030901
ES,S1,2067,4.6224,pathway,0.080030901
ES,S1,2068,4.2525,pathway,0.080030901
ES,S1,2069,3.9121,pathway,0.080030901
ES,S1,2070,3.599,pathway,0.080030901
ES,S1,2071,3.311,pathway,0.080030901
ES,S1,2072,3.046,pathway,0.080030901
ES,S1,2073,2.8022,pathway,0.080030901
ES,S1,2074,2.578,pathway,0.080030901
ES,S1,2075,2.3717,pathway,0.080030901
ES,S1,2076,2.1819,pathway,0.080030901
ES,S1,2077,2.0072,pathway,0.080030901
ES,S1,2078,1.8466,pathway,0.080030901
ES,S1,2079,1.6988,pathway,0.080030901
ES,S1,2080,1.5629,pathway,0.080030901
ES,S1,2081,1.4378,pathway,0.080030901
ES,S1,2082,1.3227,pathway,0.080030901
ES,S1,2083,1.2169,pathway,0.080030901
ES,S1,2084,1.1195,pathway,0.080030901
ES,S1,2085,1.0299,pathway,0.080030901
ES,S1,2086,0.9475,pathway,0.080030901
ES,S1,2087,0.8716,pathway,0.080030901
ES,S1,2088,0.8019,pathway,0.080030901
ES,S1,2089,0.7377,pathway,0.080030901
ES,S1,2090,0.6787,pathway,0.080030901
ES,S1,2091,0.6243,pathway,0.080030901
ES,S1,2092,0.5744,pathway,0.080030901
ES,S1,2093,0.5284,pathway,0.080030901
ES,S1,2094,0.4861,pathway,0.080030901
ES,S1,2095,0.4472,pathway,0.080030901
ES,S1,2096,0.4114,pathway,0.080030901
ES,S1,2097,0.3785,pathway,0.080030901
ES,S1,2098,0.3482,pathway,0.080030901
ES,S1,2099,0.3203,pathway,0.080030901
ES,S1,2100,0.2947,pathway,0.080030901
ES,S2,1990,437.22,observed,0.08035421
ES,S2,1991,427.38,observed,0.08035421
ES,S2,1992,472.58,observed,0.08035421
ES,S2,1993,443.91,observed,0.08035421
ES,S2,1994,433.92,observed,0.08035421
ES,S2,1995,465.68,observed,0.08035421
ES,S2,1996,385.66,observed,0.08035421
ES,S2,1997,430.76,observed,0.08035421
ES,S2,1998,423.65,observed,0.08035421
ES,S2,1999,483.3,observed,0.08035421
ES,S2,2000,470.89,observed,0.08035421
ES,S2,2001,422.49,observed,0.08035421
ES,S2,2002,481.89,observed,0.08035421
ES,S2,2003,429.23,observed,0.08035421
ES,S2,2004,449.12,observed,0.08035421
ES,S2,2005,475.06,observed,0.08035421
ES,S2,2006,432.76,observed,0.08035421
ES,S2,2007,438.85,observed,0.08035421
ES,S2,2008,390.23,observed,0.08035421
ES,S2,2009,355.02,observed,0.08035421
ES,S2,2010,288.25,observed,0.08035421
ES,S2,2011,337.28,observed,0.08035421
ES,S2,2012,351.11,observed,0.08035421
ES,S2,2013,286.86,observed,0.08035421
ES,S2,2014,288.99,observed,0.08035421
ES,S2,2015,328.5,observed,0.08035421
ES,S2,2016,282.93,observed,0.08035421
ES,S2,2017,329.17,observed,0.08035421
ES,S2,2018,290.86,observed,0.08035421
ES,S2,2019,246.67,observed,0.08035421
ES,S2,2020,199.1,observed,0.08035421
ES,S2,2021,193.54,observed,0.08035421
ES,S2,2022,217.13,observed,0.08035421
ES,S2,2023,169.68,observed,0.08035421
ES,S2,2024,146.22,observed,0.08035421
ES,S2,2025,153.6,observed,0.08035421
ES,S2,2026,141.2576,pathway,0.08035421
ES,S2,2027,129.907,pathway,0.08035421
ES,S2,2028,119.4684,pathway,0.08035421
ES,S2,2029,109.8686,pathway,0.08035421
ES,S2,2030,101.0402,pathway,0.08035421
ES,S2,2031,92.9212,pathway,0.08035421
ES,S2,2032,85.4546,pathway,0.08035421
ES,S2,2033,78.5879,pathway,0.08035421
ES,S2,2034,72.2731,pathway,0.08035421
ES,S2,2035,66.4656,pathway,0.08035421
ES,S2,2036,61.1248,pathway,0.08035421
ES,S2,2037,56.2132,pathway,0.08035421
ES,S2,2038,51.6962,pathway,0.08035421
ES,S2,2039,47.5422,pathway,0.08035421
ES,S2,2040,43.722,pathway,0.08035421
ES,S2,2041,40.2088,pathway,0.08035421
ES,S2,2042,36.9778,pathway,0.08035421
ES,S2,2043,34.0065,pathway,0.08035421
ES,S2,2044,31.2739,pathway,0.08035421
ES,S2,2045,28.7609,pathway,0.08035421
ES,S2,2046,26.4499,pathway,0.08035421
ES,S2,2047,24.3245,pathway,0.08035421
ES,S2,2048,22.3699,pathway,0.08035421
ES,S2,2049,20.5724,pathway,0.08035421
ES,S2,2050,18.9193,pathway,0.08035421
ES,S2,2051,17.3991,pathway,0.08035421
ES,S2,2052,16.001,pathway,0.08035421
ES,S2,2053,14.7153,pathway,0.08035421
ES,S2,2054,13.5328,pathway,0.08035421
ES,S2,2055,12.4454,pathway,0.08035421
ES,S2,2056,11.4454,pathway,0.08035421
ES,S2,2057,10.5257,pathway,0.08035421
ES,S2,2058,9.6799,pathway,0.08035421
ES,S2,2059,8.9021,pathway,0.08035421
ES,S2,2060,8.1868,pathway,0.08035421
ES,S2,2061,7.5289,pathway,0.08035421
ES,S2,2062,6.9239,pathway,0.08035421
ES,S2,2063,6.3676,pathway,0.08035421
ES,S2,2064,5.8559,pathway,0.08035421
ES,S2,2065,5.3854,pathway,0.08035421
ES,S2,2066,4.9526,pathway,0.08035421
ES,S2,2067,4.5547,pathway,0.08035421
ES,S2,2068,4.1887,pathway,0.08035421
ES,S2,2069,3.8521,pathway,0.08035421
ES,S2,2070,3.5426,pathway,0.08035421
ES,S2,2071,3.2579,pathway,0.08035421
ES,S2,2072,2.9961,pathway,0.08035421
ES,S2,2073,2.7554,pathway,0.08035421
ES,S2,2074,2.534,pathway,0.08035421
ES,S2,2075,2.3303,pathway,0.08035421
ES,S2,2076,2.1431,pathway,0.08035421
ES,S2,2077,1.9709,pathway,0.08035421
ES,S2,2078,1.8125,pathway,0.08035421
ES,S2,2079,1.6669,pathway,0.08035421
ES,S2,2080,1.5329,pathway,0.08035421
ES,S2,2081,1.4098,pathway,0.08035421
ES,S2,2082,1.2965,pathway,0.08035421
ES,S2,2083,1.1923,pathway,0.08035421
ES,S2,2084,1.0965,pathway,0.08035421
ES,S2,2085,1.0084,pathway,0.08035421
ES,S2,2086,0.9274,pathway,0.08035421
ES,S2,2087,0.8528,pathway,0.08035421
ES,S2,2088,0.7843,pathway,0.08035421
ES,S2,2089,0.7213,pathway,0.08035421
ES,S2,2090,0.6633,pathway,0.08035421
ES,S2,2091,0.61,pathway,0.08035421
ES,S2,2092,0.561,pathway,0.08035421
ES,S2,2093,0.5159,pathway,0.08035421
ES,S2,2094,0.4745,pathway,0.08035421
ES,S2,2095,0.4363,pathway,0.08035421
ES,S2,2096,0.4013,pathway,0.08035421
ES,S2,2097,0.369,pathway,0.08035421
ES,S2,2098,0.3394,pathway,0.08035421
ES,S2,2099,0.3121,pathway,0.08035421
ES,S2,2100,0.287,pathway,0.08035421
FI,S1,1990,281.83,observed,0.118473099
FI,S1,1991,276.23,observed,0.118473099
FI,S1,1992,244.71,observed,0.118473099
FI,S1,1993,278.42,observed,0.118473099
FI,S1,1994,336.33,observed,0.118473099
FI,S1,1995,303.75,observed,0.118473099
FI,S1,1996,350.74,observed,0.118473099
FI,S1,1997,318.62,observed,0.118473099
FI,S1,1998,250.18,observed,0.118473099
FI,S1,1999,262.75,observed,0.118473099
FI,S1,2000,246.82,observed,0.118473099
FI,S1,2001,284.89,observed,0.118473099
FI,S1,2002,316.2,observed,0.118473099
FI,S1,2003,371.38,observed,0.118473099
FI,S1,2004,325.37,observed,0.118473099
FI,S1,2005,230.87,observed,0.118473099
FI,S1,2006,335.76,observed,0.118473099
FI,S1,2007,309.1,observed,0.118473099
FI,S1,2008,246.15,observed,0.118473099
FI,S1,2009,276.16,observed,0.118473099
