gem_unit_id,gem_location_id,country,plant_name,unit_name,fuel_type,fuel_id,technology,status,capacity_mw,start_year,end_year,lifetime_years,lifetime_source,capacity_factor,cf_source,cf_low,cf_high,heat_rate_mj_per_kwh,heat_rate_source,ef_kgco2_per_tj,ef_basis,intensity_gco2_per_kwh,biogenic,biogenic_intensity_gco2_per_kwh,biogenic_lifetime_tco2,scenario,years_counted,years_dropped,e_prod_lifetime_tco2,e_ref_lifetime_tco2,ti_lifetime_tco2,ti_remaining_tco2,analysis_year,crossover_year,direction,layer1_tier,layer2_tier,tier,latitude,longitude,matched_companies,wiki_url
G100000101634,L100000100183,CL,Cochrane power station,Unit 1,coal,bituminous,subcritical,operating,275.0,2016,2040,25,retired_year,0.5752,country_implied,0.4037,0.6024,10.2857,default,94600.0,ipcc_default,973.029,no,0.0,0.0,S2,25,0,33707091.425,9224425.261,24482666.154,16548387.397,2026,2016,liability,A,C,C,-23.0630274,-70.3661289,dl_enc,https://www.gem.wiki/Cochrane_power_station
G100000101635,L100000100183,CL,Cochrane power station,Unit 2,coal,bituminous,subcritical,operating,275.0,2016,2040,25,retired_year,0.5752,country_implied,0.4037,0.6024,10.2857,default,94600.0,ipcc_default,973.029,no,0.0,0.0,S1,25,0,33707091.425,9224425.261,24482666.154,16548387.397,2026,2016,liability,A,C,C,-23.0630274,-70.3661289,dl_enc,https://www.gem.wiki/Cochrane_power_station
G100000101635,L100000100183,CL,Cochrane power station,Unit 2,coal,bituminous,subcritical,operating,275.0,2016,2040,25,retired_year,0.5752,country_implied,0.4037,0.6024,10.2857,default,94600.0,ipcc_default,973.029,no,0.0,0.0,S2,25,0,33707091.425,9224425.261,24482666.154,16548387.397,2026,2016,liability,A,C,C,-23.0630274,-70.3661289,dl_enc,https://www.gem.wiki/Cochrane_power_station
G100000808947,L100000807437,CL,S4 Solar Power Plant,--,solar,,PV,operating,98.0,2019,2043,25,default,0.2086,country_implied,0.2086,0.2603,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S1,25,0,0.0,981842.878,-981842.878,-525130.725,2026,,contribution,A,B,B,-21.135,-69.466,sojitz,https://www.gem.wiki/S4_Solar_Power_Plant
G100000808947,L100000807437,CL,S4 Solar Power Plant,--,solar,,PV,operating,98.0,2019,2043,25,default,0.2086,country_implied,0.2086,0.2603,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S2,25,0,0.0,981842.878,-981842.878,-525130.725,2026,,contribution,A,B,B,-21.135,-69.466,sojitz,https://www.gem.wiki/S4_Solar_Power_Plant
G100000103885,L100000101468,CN,High River power station,Unit 1,coal,bituminous,ultra-supercritical,operating,660.0,2021,2060,40,default,0.53,country_implied,0.53,0.5728,8.3721,default,94600.0,ipcc_default,792.0,no,0.0,0.0,S1,40,0,97075376.64,47991476.612,49083900.028,45681297.763,2026,2021,liability,A,C,C,36.165148,112.96158,kepco;jpower,https://www.gem.wiki/High_River_power_station
G100000103885,L100000101468,CN,High River power station,Unit 1,coal,bituminous,ultra-supercritical,operating,660.0,2021,2060,40,default,0.53,country_implied,0.53,0.5728,8.3721,default,94600.0,ipcc_default,792.0,no,0.0,0.0,S2,40,0,97075376.64,47991476.612,49083900.028,45681297.763,2026,2021,liability,A,C,C,36.165148,112.96158,kepco;jpower,https://www.gem.wiki/High_River_power_station
G100000103886,L100000101468,CN,High River power station,Unit 2,coal,bituminous,ultra-supercritical,operating,660.0,2021,2060,40,default,0.53,country_implied,0.53,0.5728,8.3721,default,94600.0,ipcc_default,792.0,no,0.0,0.0,S1,40,0,97075376.64,47991476.612,49083900.028,45681297.763,2026,2021,liability,A,C,C,36.165148,112.96158,kepco;jpower,https://www.gem.wiki/High_River_power_station
G100000103886,L100000101468,CN,High River power station,Unit 2,coal,bituminous,ultra-supercritical,operating,660.0,2021,2060,40,default,0.53,country_implied,0.53,0.5728,8.3721,default,94600.0,ipcc_default,792.0,no,0.0,0.0,S2,40,0,97075376.64,47991476.612,49083900.028,45681297.763,2026,2021,liability,A,C,C,36.165148,112.96158,kepco;jpower,https://www.gem.wiki/High_River_power_station
G100000104399,L100000101346,CN,Huaneng Jiaxiang power station,Phase I Unit 1,coal,bituminous,subcritical,operating,330.0,2007,2046,40,default,0.53,country_implied,0.53,0.5728,10.2857,default,94600.0,ipcc_default,973.029,no,0.0,0.0,S1,40,0,59632017.08,32759867.705,26872149.375,17830851.453,2026,2007,liability,A,C,C,35.385028,116.44318,itochu,https://www.gem.wiki/Huaneng_Jiaxiang_power_station
G100000104399,L100000101346,CN,Huaneng Jiaxiang power station,Phase I Unit 1,coal,bituminous,subcritical,operating,330.0,2007,2046,40,default,0.53,country_implied,0.53,0.5728,10.2857,default,94600.0,ipcc_default,973.029,no,0.0,0.0,S2,40,0,59632017.08,32759867.705,26872149.375,17830851.453,2026,2007,liability,A,C,C,35.385028,116.44318,itochu,https://www.gem.wiki/Huaneng_Jiaxiang_power_station
G100000104400,L100000101346,CN,Huaneng Jiaxiang power station,Phase I Unit 2,coal,bituminous,subcritical,operating,330.0,2007,2046,40,default,0.53,country_implied,0.53,0.5728,10.2857,default,94600.0,ipcc_default,973.029,no,0.0,0.0,S1,40,0,59632017.08,32759867.705,26872149.375,17830851.453,2026,2007,liability,A,C,C,35.385028,116.44318,itochu,https://www.gem.wiki/Huaneng_Jiaxiang_power_station
G100000104400,L100000101346,CN,Huaneng Jiaxiang power station,Phase I Unit 2,coal,bituminous,subcritical,operating,330.0,2007,2046,40,default,0.53,country_implied,0.53,0.5728,10.2857,default,94600.0,ipcc_default,973.029,no,0.0,0.0,S2,40,0,59632017.08,32759867.705,26872149.375,17830851.453,2026,2007,liability,A,C,C,35.385028,116.44318,itochu,https://www.gem.wiki/Huaneng_Jiaxiang_power_station
G100000112868,L100000101361,CN,Huaneng Jining Gaoxin cogen power station,Unit 1,coal,bituminous,unknown,retired,30.0,2004,2023,20,retired_year,0.53,country_implied,0.53,0.5728,9.7297,default,94600.0,ipcc_default,920.432,no,0.0,0.0,S1,20,0,2564030.22,1929483.145,634547.075,0,2026,2004,liability,A,C,C,35.46868,116.705652,itochu,https://www.gem.wiki/Huaneng_Jining_Gaoxin_cogen_power_station
G100000112868,L100000101361,CN,Huaneng Jining Gaoxin cogen power station,Unit 1,coal,bituminous,unknown,retired,30.0,2004,2023,20,retired_year,0.53,country_implied,0.53,0.5728,9.7297,default,94600.0,ipcc_default,920.432,no,0.0,0.0,S2,20,0,2564030.22,1929483.145,634547.075,0,2026,2004,liability,A,C,C,35.46868,116.705652,itochu,https://www.gem.wiki/Huaneng_Jining_Gaoxin_cogen_power_station
G100000112869,L100000101361,CN,Huaneng Jining Gaoxin cogen power station,Unit 2,coal,bituminous,unknown,retired,30.0,2004,2023,20,retired_year,0.53,country_implied,0.53,0.5728,9.7297,default,94600.0,ipcc_default,920.432,no,0.0,0.0,S1,20,0,2564030.22,1929483.145,634547.075,0,2026,2004,liability,A,C,C,35.46868,116.705652,itochu,https://www.gem.wiki/Huaneng_Jining_Gaoxin_cogen_power_station
G100000112869,L100000101361,CN,Huaneng Jining Gaoxin cogen power station,Unit 2,coal,bituminous,unknown,retired,30.0,2004,2023,20,retired_year,0.53,country_implied,0.53,0.5728,9.7297,default,94600.0,ipcc_default,920.432,no,0.0,0.0,S2,20,0,2564030.22,1929483.145,634547.075,0,2026,2004,liability,A,C,C,35.46868,116.705652,itochu,https://www.gem.wiki/Huaneng_Jining_Gaoxin_cogen_power_station
G100000104499,L100000101350,CN,Huaneng Qufu power station,Unit 1,coal,bituminous,subcritical,retired,225.0,2006,2026,21,retired_year,0.53,country_implied,0.53,0.5728,10.2857,default,94600.0,ipcc_default,973.029,no,0.0,0.0,S1,21,0,21345551.577,14507059.066,6838492.498,479264.096,2026,2006,liability,A,C,C,35.607801,116.933863,itochu,https://www.gem.wiki/Huaneng_Qufu_power_station
G100000104499,L100000101350,CN,Huaneng Qufu power station,Unit 1,coal,bituminous,subcritical,retired,225.0,2006,2026,21,retired_year,0.53,country_implied,0.53,0.5728,10.2857,default,94600.0,ipcc_default,973.029,no,0.0,0.0,S2,21,0,21345551.577,14507059.066,6838492.498,479264.096,2026,2006,liability,A,C,C,35.607801,116.933863,itochu,https://www.gem.wiki/Huaneng_Qufu_power_station
G100000104500,L100000101350,CN,Huaneng Qufu power station,Unit 2,coal,bituminous,subcritical,retired,225.0,2006,2026,21,retired_year,0.53,country_implied,0.53,0.5728,10.2857,default,94600.0,ipcc_default,973.029,no,0.0,0.0,S1,21,0,21345551.577,14507059.066,6838492.498,479264.096,2026,2006,liability,A,C,C,35.607801,116.933863,itochu,https://www.gem.wiki/Huaneng_Qufu_power_station
G100000104500,L100000101350,CN,Huaneng Qufu power station,Unit 2,coal,bituminous,subcritical,retired,225.0,2006,2026,21,retired_year,0.53,country_implied,0.53,0.5728,10.2857,default,94600.0,ipcc_default,973.029,no,0.0,0.0,S2,21,0,21345551.577,14507059.066,6838492.498,479264.096,2026,2006,liability,A,C,C,35.607801,116.933863,itochu,https://www.gem.wiki/Huaneng_Qufu_power_station
G100001072474,L100001063101,CN,Hubei Anlu Tangdi wind farm,--,wind,,Onshore,announced,50.0,2027,2051,25,default,0.2023,country_implied,0.2023,0.2379,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S1,25,0,0.0,873263.639,-873263.639,-873263.639,2026,,contribution,A,B,B,31.2383,113.5917,jpower,https://www.gem.wiki/Hubei_Anlu_Tangdi_wind_farm
G100001072474,L100001063101,CN,Hubei Anlu Tangdi wind farm,--,wind,,Onshore,announced,50.0,2027,2051,25,default,0.2023,country_implied,0.2023,0.2379,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S2,25,0,0.0,873263.639,-873263.639,-873263.639,2026,,contribution,A,B,B,31.2383,113.5917,jpower,https://www.gem.wiki/Hubei_Anlu_Tangdi_wind_farm
G100000112047,L100000100681,CN,Jiaozuo Wuzhi-1 Cogen power station,Unit 1,coal,bituminous,subcritical,operating,50.0,2006,2045,40,default,0.53,country_implied,0.53,0.5728,10.2857,default,94600.0,ipcc_default,973.029,no,0.0,0.0,S1,40,0,9035154.12,5068346.769,3966807.337,2553645.469,2026,2006,liability,A,C,C,35.12455,113.38887,kepco,https://www.gem.wiki/Jiaozuo_Wuzhi-1_Cogen_power_station
G100000112047,L100000100681,CN,Jiaozuo Wuzhi-1 Cogen power station,Unit 1,coal,bituminous,subcritical,operating,50.0,2006,2045,40,default,0.53,country_implied,0.53,0.5728,10.2857,default,94600.0,ipcc_default,973.029,no,0.0,0.0,S2,40,0,9035154.12,5068346.769,3966807.337,2553645.469,2026,2006,liability,A,C,C,35.12455,113.38887,kepco,https://www.gem.wiki/Jiaozuo_Wuzhi-1_Cogen_power_station
G100000112048,L100000100681,CN,Jiaozuo Wuzhi-1 Cogen power station,Unit 2,coal,bituminous,subcritical,operating,50.0,2006,2045,40,default,0.53,country_implied,0.53,0.5728,10.2857,default,94600.0,ipcc_default,973.029,no,0.0,0.0,S1,40,0,9035154.12,5068346.769,3966807.337,2553645.469,2026,2006,liability,A,C,C,35.12455,113.38887,kepco,https://www.gem.wiki/Jiaozuo_Wuzhi-1_Cogen_power_station
G100000112048,L100000100681,CN,Jiaozuo Wuzhi-1 Cogen power station,Unit 2,coal,bituminous,subcritical,operating,50.0,2006,2045,40,default,0.53,country_implied,0.53,0.5728,10.2857,default,94600.0,ipcc_default,973.029,no,0.0,0.0,S2,40,0,9035154.12,5068346.769,3966807.337,2553645.469,2026,2006,liability,A,C,C,35.12455,113.38887,kepco,https://www.gem.wiki/Jiaozuo_Wuzhi-1_Cogen_power_station
G100000105165,L100000101486,CN,Jiexiu Chongguang power station,Unit 1,coal,bituminous,supercritical,operating,350.0,2020,2059,40,default,0.53,country_implied,0.53,0.5728,9.2308,default,94600.0,ipcc_default,873.231,no,0.0,0.0,S1,40,0,56759301.4,26030954.364,30728347.047,27830171.469,2026,2020,liability,A,C,C,37.106543,111.995598,kepco;jpower,https://www.gem.wiki/Jiexiu_Chongguang_power_station
G100000105165,L100000101486,CN,Jiexiu Chongguang power station,Unit 1,coal,bituminous,supercritical,operating,350.0,2020,2059,40,default,0.53,country_implied,0.53,0.5728,9.2308,default,94600.0,ipcc_default,873.231,no,0.0,0.0,S2,40,0,56759301.4,26030954.364,30728347.047,27830171.469,2026,2020,liability,A,C,C,37.106543,111.995598,kepco;jpower,https://www.gem.wiki/Jiexiu_Chongguang_power_station
G100000105166,L100000101486,CN,Jiexiu Chongguang power station,Unit 2,coal,bituminous,supercritical,operating,350.0,2021,2060,40,default,0.53,country_implied,0.53,0.5728,9.2308,default,94600.0,ipcc_default,873.231,no,0.0,0.0,S1,40,0,56759301.4,25450025.477,31309275.935,28844873.768,2026,2021,liability,A,C,C,37.106543,111.995598,kepco;jpower,https://www.gem.wiki/Jiexiu_Chongguang_power_station
G100000105166,L100000101486,CN,Jiexiu Chongguang power station,Unit 2,coal,bituminous,supercritical,operating,350.0,2021,2060,40,default,0.53,country_implied,0.53,0.5728,9.2308,default,94600.0,ipcc_default,873.231,no,0.0,0.0,S2,40,0,56759301.4,25450025.477,31309275.935,28844873.768,2026,2021,liability,A,C,C,37.106543,111.995598,kepco;jpower,https://www.gem.wiki/Jiexiu_Chongguang_power_station
G100000106307,L100000101492,CN,Lingshi Qiguang power station,Unit 1,coal,bituminous,supercritical,operating,350.0,2019,2058,40,default,0.53,country_implied,0.53,0.5728,9.2308,default,94600.0,ipcc_default,873.231,no,0.0,0.0,S1,40,0,56759301.4,26624834.179,30134467.231,26824195.475,2026,2019,liability,A,C,C,36.820628,111.626103,kepco;jpower,https://www.gem.wiki/Lingshi_Qiguang_power_station
G100000106307,L100000101492,CN,Lingshi Qiguang power station,Unit 1,coal,bituminous,supercritical,operating,350.0,2019,2058,40,default,0.53,country_implied,0.53,0.5728,9.2308,default,94600.0,ipcc_default,873.231,no,0.0,0.0,S2,40,0,56759301.4,26624834.179,30134467.231,26824195.475,2026,2019,liability,A,C,C,36.820628,111.626103,kepco;jpower,https://www.gem.wiki/Lingshi_Qiguang_power_station
G100000106308,L100000101492,CN,Lingshi Qiguang power station,Unit 2,coal,bituminous,supercritical,operating,350.0,2019,2058,40,default,0.53,country_implied,0.53,0.5728,9.2308,default,94600.0,ipcc_default,873.231,no,0.0,0.0,S1,40,0,56759301.4,26624834.179,30134467.231,26824195.475,2026,2019,liability,A,C,C,36.820628,111.626103,kepco;jpower,https://www.gem.wiki/Lingshi_Qiguang_power_station
G100000106308,L100000101492,CN,Lingshi Qiguang power station,Unit 2,coal,bituminous,supercritical,operating,350.0,2019,2058,40,default,0.53,country_implied,0.53,0.5728,9.2308,default,94600.0,ipcc_default,873.231,no,0.0,0.0,S2,40,0,56759301.4,26624834.179,30134467.231,26824195.475,2026,2019,liability,A,C,C,36.820628,111.626103,kepco;jpower,https://www.gem.wiki/Lingshi_Qiguang_power_station
G100000803804,L100000803298,CN,Ningxia Xingqing Hongdunzi Xuning solar farm,--,solar,,PV,operating,30.0,2014,2038,25,default,0.1116,country_implied,0.108,0.1241,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S1,25,0,0.0,389189.145,-389189.145,-173036.487,2026,,contribution,A,B,B,38.476,106.4798,jpower,https://www.gem.wiki/Ningxia_Xingqing_Hongdunzi_Xuning_solar_farm
G100000803804,L100000803298,CN,Ningxia Xingqing Hongdunzi Xuning solar farm,--,solar,,PV,operating,30.0,2014,2038,25,default,0.1116,country_implied,0.108,0.1241,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S2,25,0,0.0,389189.145,-389189.145,-173036.487,2026,,contribution,A,B,B,38.476,106.4798,jpower,https://www.gem.wiki/Ningxia_Xingqing_Hongdunzi_Xuning_solar_farm
G100000107657,L100000100937,CN,Ordos Power Qipanjing power station,Unit 1,coal,bituminous,subcritical,operating,330.0,2005,2044,40,default,0.53,country_implied,0.53,0.5728,10.2857,default,94600.0,ipcc_default,973.029,no,0.0,0.0,S1,40,0,59632017.08,34124228.417,25507788.663,15888363.448,2026,2005,liability,A,C,C,39.385235,106.965664,mitsui,https://www.gem.wiki/Ordos_Power_Qipanjing_power_station
G100000107657,L100000100937,CN,Ordos Power Qipanjing power station,Unit 1,coal,bituminous,subcritical,operating,330.0,2005,2044,40,default,0.53,country_implied,0.53,0.5728,10.2857,default,94600.0,ipcc_default,973.029,no,0.0,0.0,S2,40,0,59632017.08,34124228.417,25507788.663,15888363.448,2026,2005,liability,A,C,C,39.385235,106.965664,mitsui,https://www.gem.wiki/Ordos_Power_Qipanjing_power_station
G100000107658,L100000100937,CN,Ordos Power Qipanjing power station,Unit 10,coal,bituminous,unknown,operating,135.0,2013,2052,40,default,0.53,country_implied,0.53,0.5728,9.7297,default,94600.0,ipcc_default,920.432,no,0.0,0.0,S1,40,0,23076271.96,11753577.474,11322694.493,8892017.052,2026,2013,liability,A,C,C,39.385235,106.965664,mitsui,https://www.gem.wiki/Ordos_Power_Qipanjing_power_station
G100000107658,L100000100937,CN,Ordos Power Qipanjing power station,Unit 10,coal,bituminous,unknown,operating,135.0,2013,2052,40,default,0.53,country_implied,0.53,0.5728,9.7297,default,94600.0,ipcc_default,920.432,no,0.0,0.0,S2,40,0,23076271.96,11753577.474,11322694.493,8892017.052,2026,2013,liability,A,C,C,39.385235,106.965664,mitsui,https://www.gem.wiki/Ordos_Power_Qipanjing_power_station
G100000107659,L100000100937,CN,Ordos Power Qipanjing power station,Unit 2,coal,bituminous,subcritical,operating,330.0,2005,2044,40,default,0.53,country_implied,0.53,0.5728,10.2857,default,94600.0,ipcc_default,973.029,no,0.0,0.0,S1,40,0,59632017.08,34124228.417,25507788.663,15888363.448,2026,2005,liability,A,C,C,39.385235,106.965664,mitsui,https://www.gem.wiki/Ordos_Power_Qipanjing_power_station
G100000107659,L100000100937,CN,Ordos Power Qipanjing power station,Unit 2,coal,bituminous,subcritical,operating,330.0,2005,2044,40,default,0.53,country_implied,0.53,0.5728,10.2857,default,94600.0,ipcc_default,973.029,no,0.0,0.0,S2,40,0,59632017.08,34124228.417,25507788.663,15888363.448,2026,2005,liability,A,C,C,39.385235,106.965664,mitsui,https://www.gem.wiki/Ordos_Power_Qipanjing_power_station
G100000107660,L100000100937,CN,Ordos Power Qipanjing power station,Unit 3,coal,bituminous,subcritical,operating,330.0,2010,2049,40,default,0.53,country_implied,0.53,0.5728,10.2857,default,94600.0,ipcc_default,973.029,no,0.0,0.0,S1,40,0,59632017.08,30736083.122,28895933.958,20825475.164,2026,2010,liability,A,C,C,39.385235,106.965664,mitsui,https://www.gem.wiki/Ordos_Power_Qipanjing_power_station
G100000107660,L100000100937,CN,Ordos Power Qipanjing power station,Unit 3,coal,bituminous,subcritical,operating,330.0,2010,2049,40,default,0.53,country_implied,0.53,0.5728,10.2857,default,94600.0,ipcc_default,973.029,no,0.0,0.0,S2,40,0,59632017.08,30736083.122,28895933.958,20825475.164,2026,2010,liability,A,C,C,39.385235,106.965664,mitsui,https://www.gem.wiki/Ordos_Power_Qipanjing_power_station
G100000107661,L100000100937,CN,Ordos Power Qipanjing power station,Unit 4,coal,bituminous,subcritical,operating,330.0,2010,2049,40,default,0.53,country_implied,0.53,0.5728,10.2857,default,94600.0,ipcc_default,973.029,no,0.0,0.0,S1,40,0,59632017.08,30736083.122,28895933.958,20825475.164,2026,2010,liability,A,C,C,39.385235,106.965664,mitsui,https://www.gem.wiki/Ordos_Power_Qipanjing_power_station
G100000107661,L100000100937,CN,Ordos Power Qipanjing power station,Unit 4,coal,bituminous,subcritical,operating,330.0,2010,2049,40,default,0.53,country_implied,0.53,0.5728,10.2857,default,94600.0,ipcc_default,973.029,no,0.0,0.0,S2,40,0,59632017.08,30736083.122,28895933.958,20825475.164,2026,2010,liability,A,C,C,39.385235,106.965664,mitsui,https://www.gem.wiki/Ordos_Power_Qipanjing_power_station
G100000107662,L100000100937,CN,Ordos Power Qipanjing power station,Unit 5,coal,bituminous,unknown,operating,50.0,2013,2052,40,default,0.53,country_implied,0.53,0.5728,9.7297,default,94600.0,ipcc_default,920.432,no,0.0,0.0,S1,40,0,8546767.4,4353176.846,4193590.551,3293339.649,2026,2013,liability,A,C,C,39.385235,106.965664,mitsui,https://www.gem.wiki/Ordos_Power_Qipanjing_power_station
G100000107662,L100000100937,CN,Ordos Power Qipanjing power station,Unit 5,coal,bituminous,unknown,operating,50.0,2013,2052,40,default,0.53,country_implied,0.53,0.5728,9.7297,default,94600.0,ipcc_default,920.432,no,0.0,0.0,S2,40,0,8546767.4,4353176.846,4193590.551,3293339.649,2026,2013,liability,A,C,C,39.385235,106.965664,mitsui,https://www.gem.wiki/Ordos_Power_Qipanjing_power_station
G100000107663,L100000100937,CN,Ordos Power Qipanjing power station,Unit 6,coal,bituminous,unknown,operating,50.0,2013,2052,40,default,0.53,country_implied,0.53,0.5728,9.7297,default,94600.0,ipcc_default,920.432,no,0.0,0.0,S1,40,0,8546767.4,4353176.846,4193590.551,3293339.649,2026,2013,liability,A,C,C,39.385235,106.965664,mitsui,https://www.gem.wiki/Ordos_Power_Qipanjing_power_station
G100000107663,L100000100937,CN,Ordos Power Qipanjing power station,Unit 6,coal,bituminous,unknown,operating,50.0,2013,2052,40,default,0.53,country_implied,0.53,0.5728,9.7297,default,94600.0,ipcc_default,920.432,no,0.0,0.0,S2,40,0,8546767.4,4353176.846,4193590.551,3293339.649,2026,2013,liability,A,C,C,39.385235,106.965664,mitsui,https://www.gem.wiki/Ordos_Power_Qipanjing_power_station
G100000107664,L100000100937,CN,Ordos Power Qipanjing power station,Unit 7,coal,bituminous,unknown,operating,135.0,2013,2052,40,default,0.53,country_implied,0.53,0.5728,9.7297,default,94600.0,ipcc_default,920.432,no,0.0,0.0,S1,40,0,23076271.96,11753577.474,11322694.493,8892017.052,2026,2013,liability,A,C,C,39.385235,106.965664,mitsui,https://www.gem.wiki/Ordos_Power_Qipanjing_power_station
G100000107664,L100000100937,CN,Ordos Power Qipanjing power station,Unit 7,coal,bituminous,unknown,operating,135.0,2013,2052,40,default,0.53,country_implied,0.53,0.5728,9.7297,default,94600.0,ipcc_default,920.432,no,0.0,0.0,S2,40,0,23076271.96,11753577.474,11322694.493,8892017.052,2026,2013,liability,A,C,C,39.385235,106.965664,mitsui,https://www.gem.wiki/Ordos_Power_Qipanjing_power_station
G100000107665,L100000100937,CN,Ordos Power Qipanjing power station,Unit 8,coal,bituminous,unknown,operating,135.0,2013,2052,40,default,0.53,country_implied,0.53,0.5728,9.7297,default,94600.0,ipcc_default,920.432,no,0.0,0.0,S1,40,0,23076271.96,11753577.474,11322694.493,8892017.052,2026,2013,liability,A,C,C,39.385235,106.965664,mitsui,https://www.gem.wiki/Ordos_Power_Qipanjing_power_station
G100000107665,L100000100937,CN,Ordos Power Qipanjing power station,Unit 8,coal,bituminous,unknown,operating,135.0,2013,2052,40,default,0.53,country_implied,0.53,0.5728,9.7297,default,94600.0,ipcc_default,920.432,no,0.0,0.0,S2,40,0,23076271.96,11753577.474,11322694.493,8892017.052,2026,2013,liability,A,C,C,39.385235,106.965664,mitsui,https://www.gem.wiki/Ordos_Power_Qipanjing_power_station
G100000107666,L100000100937,CN,Ordos Power Qipanjing power station,Unit 9,coal,bituminous,unknown,operating,135.0,2013,2052,40,default,0.53,country_implied,0.53,0.5728,9.7297,default,94600.0,ipcc_default,920.432,no,0.0,0.0,S1,40,0,23076271.96,11753577.474,11322694.493,8892017.052,2026,2013,liability,A,C,C,39.385235,106.965664,mitsui,https://www.gem.wiki/Ordos_Power_Qipanjing_power_station
G100000107666,L100000100937,CN,Ordos Power Qipanjing power station,Unit 9,coal,bituminous,unknown,operating,135.0,2013,2052,40,default,0.53,country_implied,0.53,0.5728,9.7297,default,94600.0,ipcc_default,920.432,no,0.0,0.0,S2,40,0,23076271.96,11753577.474,11322694.493,8892017.052,2026,2013,liability,A,C,C,39.385235,106.965664,mitsui,https://www.gem.wiki/Ordos_Power_Qipanjing_power_station
G100000113713,L100000100938,CN,Ordos Resources Qipanjing power station,Unit 1,coal,bituminous,unknown,operating,330.0,2015,2054,40,default,0.53,country_implied,0.53,0.5728,9.7297,default,94600.0,ipcc_default,920.432,no,0.0,0.0,S1,40,0,56408664.8,27444513.884,28964150.92,23680549.668,2026,2015,liability,A,C,C,39.350291,107.01002,mitsui,https://www.gem.wiki/Ordos_Resources_Qipanjing_power_station
G100000113713,L100000100938,CN,Ordos Resources Qipanjing power station,Unit 1,coal,bituminous,unknown,operating,330.0,2015,2054,40,default,0.53,country_implied,0.53,0.5728,9.7297,default,94600.0,ipcc_default,920.432,no,0.0,0.0,S2,40,0,56408664.8,27444513.884,28964150.92,23680549.668,2026,2015,liability,A,C,C,39.350291,107.01002,mitsui,https://www.gem.wiki/Ordos_Resources_Qipanjing_power_station
G100000113714,L100000100938,CN,Ordos Resources Qipanjing power station,Unit 2,coal,bituminous,unknown,operating,330.0,2015,2054,40,default,0.53,country_implied,0.53,0.5728,9.7297,default,94600.0,ipcc_default,920.432,no,0.0,0.0,S1,40,0,56408664.8,27444513.884,28964150.92,23680549.668,2026,2015,liability,A,C,C,39.350291,107.01002,mitsui,https://www.gem.wiki/Ordos_Resources_Qipanjing_power_station
G100000113714,L100000100938,CN,Ordos Resources Qipanjing power station,Unit 2,coal,bituminous,unknown,operating,330.0,2015,2054,40,default,0.53,country_implied,0.53,0.5728,9.7297,default,94600.0,ipcc_default,920.432,no,0.0,0.0,S2,40,0,56408664.8,27444513.884,28964150.92,23680549.668,2026,2015,liability,A,C,C,39.350291,107.01002,mitsui,https://www.gem.wiki/Ordos_Resources_Qipanjing_power_station
G100000108003,L100000101501,CN,Pingshuo Gangue power station,Unit 1,coal,bituminous,subcritical,retired,50.0,2004,2020,17,retired_year,0.53,country_implied,0.53,0.5728,10.2857,default,94600.0,ipcc_default,973.029,no,0.0,0.0,S1,17,0,3839940.501,2805186.723,1034753.769,0,2026,2004,liability,A,C,C,39.473261,112.320541,kepco;jpower,https://www.gem.wiki/Pingshuo_Gangue_power_station
G100000108003,L100000101501,CN,Pingshuo Gangue power station,Unit 1,coal,bituminous,subcritical,retired,50.0,2004,2020,17,retired_year,0.53,country_implied,0.53,0.5728,10.2857,default,94600.0,ipcc_default,973.029,no,0.0,0.0,S2,17,0,3839940.501,2805186.723,1034753.769,0,2026,2004,liability,A,C,C,39.473261,112.320541,kepco;jpower,https://www.gem.wiki/Pingshuo_Gangue_power_station
G100000108004,L100000101501,CN,Pingshuo Gangue power station,Unit 2,coal,bituminous,subcritical,retired,50.0,2005,2020,16,retired_year,0.53,country_implied,0.53,0.5728,10.2857,default,94600.0,ipcc_default,973.029,no,0.0,0.0,S1,16,0,3614061.648,2624465.733,989595.906,0,2026,2005,liability,A,C,C,39.473261,112.320541,kepco;jpower,https://www.gem.wiki/Pingshuo_Gangue_power_station
G100000108004,L100000101501,CN,Pingshuo Gangue power station,Unit 2,coal,bituminous,subcritical,retired,50.0,2005,2020,16,retired_year,0.53,country_implied,0.53,0.5728,10.2857,default,94600.0,ipcc_default,973.029,no,0.0,0.0,S2,16,0,3614061.648,2624465.733,989595.906,0,2026,2005,liability,A,C,C,39.473261,112.320541,kepco;jpower,https://www.gem.wiki/Pingshuo_Gangue_power_station
G100000108005,L100000101501,CN,Pingshuo Gangue power station,Unit 3,coal,bituminous,subcritical,operating,300.0,2009,2048,40,default,0.53,country_implied,0.53,0.5728,10.2857,default,94600.0,ipcc_default,973.029,no,0.0,0.0,S1,40,0,54210924.6,28552600.325,25658324.29,18015260.046,2026,2009,liability,A,C,C,39.4727567,112.3225046,kepco;jpower,https://www.gem.wiki/Pingshuo_Gangue_power_station
