gem_unit_id,scenario,t,calendar_year,generation_gwh,grid_gco2_per_kwh,grid_basis,e_prod_tco2,e_ref_tco2,ti_tco2,cumulative_ti_tco2
G100000107665,S1,10,2023,626.778,583.04,observed,597031.455,365436.645,231594.81,2175619.11
G100000107665,S1,11,2024,626.778,555.4,observed,597031.455,348112.501,248918.954,2424538.064
G100000107665,S1,12,2025,626.778,525.34,observed,597031.455,329271.555,267759.9,2692297.964
G100000107665,S1,13,2026,626.778,514.24,pathway,597031.455,322314.444,274717.011,2967014.975
G100000107665,S1,14,2027,626.778,503.375,pathway,597031.455,315504.313,281527.142,3248542.117
G100000107665,S1,15,2028,626.778,492.739,pathway,597031.455,308838.09,288193.365,3536735.482
G100000107665,S1,16,2029,626.778,482.328,pathway,597031.455,302312.705,294718.75,3831454.232
G100000107665,S1,17,2030,626.778,472.137,pathway,597031.455,295925.21,301106.245,4132560.477
G100000107665,S1,18,2031,626.778,462.161,pathway,597031.455,289672.661,307358.794,4439919.271
G100000107665,S1,19,2032,626.778,452.397,pathway,597031.455,283552.173,313479.281,4753398.553
G100000107665,S1,20,2033,626.778,442.838,pathway,597031.455,277561.053,319470.402,5072868.955
G100000107665,S1,21,2034,626.778,433.481,pathway,597031.455,271696.542,325334.913,5398203.867
G100000107665,S1,22,2035,626.778,424.322,pathway,597031.455,265955.883,331075.572,5729279.44
G100000107665,S1,23,2036,626.778,415.357,pathway,597031.455,260336.567,336694.888,6065974.327
G100000107665,S1,24,2037,626.778,406.581,pathway,597031.455,254835.963,342195.492,6408169.819
G100000107665,S1,25,2038,626.778,397.99,pathway,597031.455,249451.564,347579.891,6755749.71
G100000107665,S1,26,2039,626.778,389.581,pathway,597031.455,244180.988,352850.467,7108600.177
G100000107665,S1,27,2040,626.778,381.35,pathway,597031.455,239021.728,358009.727,7466609.904
G100000107665,S1,28,2041,626.778,373.292,pathway,597031.455,233971.464,363059.991,7829669.895
G100000107665,S1,29,2042,626.778,365.405,pathway,597031.455,229027.94,368003.514,8197673.409
G100000107665,S1,30,2043,626.778,357.685,pathway,597031.455,224188.838,372842.617,8570516.026
G100000107665,S1,31,2044,626.778,350.127,pathway,597031.455,219451.963,377579.491,8948095.517
G100000107665,S1,32,2045,626.778,342.729,pathway,597031.455,214815.185,382216.27,9330311.787
G100000107665,S1,33,2046,626.778,335.488,pathway,597031.455,210276.435,386755.02,9717066.807
G100000107665,S1,34,2047,626.778,328.399,pathway,597031.455,205833.519,391197.936,10108264.743
G100000107665,S1,35,2048,626.778,321.461,pathway,597031.455,201484.495,395546.96,10503811.703
G100000107665,S1,36,2049,626.778,314.669,pathway,597031.455,197227.356,399804.099,10903615.802
G100000107665,S1,37,2050,626.778,308.02,pathway,597031.455,193060.222,403971.233,11307587.035
G100000107665,S1,38,2051,626.778,301.512,pathway,597031.455,188981.088,408050.367,11715637.402
G100000107665,S1,39,2052,626.778,295.141,pathway,597031.455,184988.136,412043.319,12127680.72
G100000107665,S2,0,2013,626.778,717.51,observed,597031.455,449719.483,147311.972,147311.972
G100000107665,S2,1,2014,626.778,693.85,observed,597031.455,434889.915,162141.54,309453.512
G100000107665,S2,2,2015,626.778,667.85,observed,597031.455,418593.687,178437.768,487891.279
G100000107665,S2,3,2016,626.778,651.76,observed,597031.455,408508.829,188522.626,676413.905
G100000107665,S2,4,2017,626.778,644.21,observed,597031.455,403776.655,193254.8,869668.705
G100000107665,S2,5,2018,626.778,636.89,observed,597031.455,399188.64,197842.814,1067511.519
G100000107665,S2,6,2019,626.778,619.63,observed,597031.455,388370.452,208661.003,1276172.522
G100000107665,S2,7,2020,626.778,606.29,observed,597031.455,380009.234,217022.221,1493194.743
G100000107665,S2,8,2021,626.778,599.05,observed,597031.455,375471.361,221560.094,1714754.837
G100000107665,S2,9,2022,626.778,586.75,observed,597031.455,367761.992,229269.463,1944024.301
G100000107665,S2,10,2023,626.778,583.04,observed,597031.455,365436.645,231594.81,2175619.11
G100000107665,S2,11,2024,626.778,555.4,observed,597031.455,348112.501,248918.954,2424538.064
G100000107665,S2,12,2025,626.778,525.34,observed,597031.455,329271.555,267759.9,2692297.964
G100000107665,S2,13,2026,626.778,514.24,pathway,597031.455,322314.444,274717.011,2967014.975
G100000107665,S2,14,2027,626.778,503.375,pathway,597031.455,315504.313,281527.142,3248542.117
G100000107665,S2,15,2028,626.778,492.739,pathway,597031.455,308838.09,288193.365,3536735.482
G100000107665,S2,16,2029,626.778,482.328,pathway,597031.455,302312.705,294718.75,3831454.232
G100000107665,S2,17,2030,626.778,472.137,pathway,597031.455,295925.21,301106.245,4132560.477
G100000107665,S2,18,2031,626.778,462.161,pathway,597031.455,289672.661,307358.794,4439919.271
G100000107665,S2,19,2032,626.778,452.397,pathway,597031.455,283552.173,313479.281,4753398.553
G100000107665,S2,20,2033,626.778,442.838,pathway,597031.455,277561.053,319470.402,5072868.955
G100000107665,S2,21,2034,626.778,433.481,pathway,597031.455,271696.542,325334.913,5398203.867
G100000107665,S2,22,2035,626.778,424.322,pathway,597031.455,265955.883,331075.572,5729279.44
G100000107665,S2,23,2036,626.778,415.357,pathway,597031.455,260336.567,336694.888,6065974.327
G100000107665,S2,24,2037,626.778,406.581,pathway,597031.455,254835.963,342195.492,6408169.819
G100000107665,S2,25,2038,626.778,397.99,pathway,597031.455,249451.564,347579.891,6755749.71
G100000107665,S2,26,2039,626.778,389.581,pathway,597031.455,244180.988,352850.467,7108600.177
G100000107665,S2,27,2040,626.778,381.35,pathway,597031.455,239021.728,358009.727,7466609.904
G100000107665,S2,28,2041,626.778,373.292,pathway,597031.455,233971.464,363059.991,7829669.895
G100000107665,S2,29,2042,626.778,365.405,pathway,597031.455,229027.94,368003.514,8197673.409
G100000107665,S2,30,2043,626.778,357.685,pathway,597031.455,224188.838,372842.617,8570516.026
G100000107665,S2,31,2044,626.778,350.127,pathway,597031.455,219451.963,377579.491,8948095.517
G100000107665,S2,32,2045,626.778,342.729,pathway,597031.455,214815.185,382216.27,9330311.787
G100000107665,S2,33,2046,626.778,335.488,pathway,597031.455,210276.435,386755.02,9717066.807
G100000107665,S2,34,2047,626.778,328.399,pathway,597031.455,205833.519,391197.936,10108264.743
G100000107665,S2,35,2048,626.778,321.461,pathway,597031.455,201484.495,395546.96,10503811.703
G100000107665,S2,36,2049,626.778,314.669,pathway,597031.455,197227.356,399804.099,10903615.802
G100000107665,S2,37,2050,626.778,308.02,pathway,597031.455,193060.222,403971.233,11307587.035
G100000107665,S2,38,2051,626.778,301.512,pathway,597031.455,188981.088,408050.367,11715637.402
G100000107665,S2,39,2052,626.778,295.141,pathway,597031.455,184988.136,412043.319,12127680.72
G100000107666,S1,0,2013,626.778,717.51,observed,597031.455,449719.483,147311.972,147311.972
G100000107666,S1,1,2014,626.778,693.85,observed,597031.455,434889.915,162141.54,309453.512
G100000107666,S1,2,2015,626.778,667.85,observed,597031.455,418593.687,178437.768,487891.279
G100000107666,S1,3,2016,626.778,651.76,observed,597031.455,408508.829,188522.626,676413.905
G100000107666,S1,4,2017,626.778,644.21,observed,597031.455,403776.655,193254.8,869668.705
G100000107666,S1,5,2018,626.778,636.89,observed,597031.455,399188.64,197842.814,1067511.519
G100000107666,S1,6,2019,626.778,619.63,observed,597031.455,388370.452,208661.003,1276172.522
G100000107666,S1,7,2020,626.778,606.29,observed,597031.455,380009.234,217022.221,1493194.743
G100000107666,S1,8,2021,626.778,599.05,observed,597031.455,375471.361,221560.094,1714754.837
G100000107666,S1,9,2022,626.778,586.75,observed,597031.455,367761.992,229269.463,1944024.301
G100000107666,S1,10,2023,626.778,583.04,observed,597031.455,365436.645,231594.81,2175619.11
G100000107666,S1,11,2024,626.778,555.4,observed,597031.455,348112.501,248918.954,2424538.064
G100000107666,S1,12,2025,626.778,525.34,observed,597031.455,329271.555,267759.9,2692297.964
G100000107666,S1,13,2026,626.778,514.24,pathway,597031.455,322314.444,274717.011,2967014.975
G100000107666,S1,14,2027,626.778,503.375,pathway,597031.455,315504.313,281527.142,3248542.117
G100000107666,S1,15,2028,626.778,492.739,pathway,597031.455,308838.09,288193.365,3536735.482
G100000107666,S1,16,2029,626.778,482.328,pathway,597031.455,302312.705,294718.75,3831454.232
G100000107666,S1,17,2030,626.778,472.137,pathway,597031.455,295925.21,301106.245,4132560.477
G100000107666,S1,18,2031,626.778,462.161,pathway,597031.455,289672.661,307358.794,4439919.271
G100000107666,S1,19,2032,626.778,452.397,pathway,597031.455,283552.173,313479.281,4753398.553
G100000107666,S1,20,2033,626.778,442.838,pathway,597031.455,277561.053,319470.402,5072868.955
G100000107666,S1,21,2034,626.778,433.481,pathway,597031.455,271696.542,325334.913,5398203.867
G100000107666,S1,22,2035,626.778,424.322,pathway,597031.455,265955.883,331075.572,5729279.44
G100000107666,S1,23,2036,626.778,415.357,pathway,597031.455,260336.567,336694.888,6065974.327
G100000107666,S1,24,2037,626.778,406.581,pathway,597031.455,254835.963,342195.492,6408169.819
G100000107666,S1,25,2038,626.778,397.99,pathway,597031.455,249451.564,347579.891,6755749.71
G100000107666,S1,26,2039,626.778,389.581,pathway,597031.455,244180.988,352850.467,7108600.177
G100000107666,S1,27,2040,626.778,381.35,pathway,597031.455,239021.728,358009.727,7466609.904
G100000107666,S1,28,2041,626.778,373.292,pathway,597031.455,233971.464,363059.991,7829669.895
G100000107666,S1,29,2042,626.778,365.405,pathway,597031.455,229027.94,368003.514,8197673.409
G100000107666,S1,30,2043,626.778,357.685,pathway,597031.455,224188.838,372842.617,8570516.026
G100000107666,S1,31,2044,626.778,350.127,pathway,597031.455,219451.963,377579.491,8948095.517
G100000107666,S1,32,2045,626.778,342.729,pathway,597031.455,214815.185,382216.27,9330311.787
G100000107666,S1,33,2046,626.778,335.488,pathway,597031.455,210276.435,386755.02,9717066.807
G100000107666,S1,34,2047,626.778,328.399,pathway,597031.455,205833.519,391197.936,10108264.743
G100000107666,S1,35,2048,626.778,321.461,pathway,597031.455,201484.495,395546.96,10503811.703
G100000107666,S1,36,2049,626.778,314.669,pathway,597031.455,197227.356,399804.099,10903615.802
G100000107666,S1,37,2050,626.778,308.02,pathway,597031.455,193060.222,403971.233,11307587.035
G100000107666,S1,38,2051,626.778,301.512,pathway,597031.455,188981.088,408050.367,11715637.402
G100000107666,S1,39,2052,626.778,295.141,pathway,597031.455,184988.136,412043.319,12127680.72
G100000107666,S2,0,2013,626.778,717.51,observed,597031.455,449719.483,147311.972,147311.972
G100000107666,S2,1,2014,626.778,693.85,observed,597031.455,434889.915,162141.54,309453.512
G100000107666,S2,2,2015,626.778,667.85,observed,597031.455,418593.687,178437.768,487891.279
G100000107666,S2,3,2016,626.778,651.76,observed,597031.455,408508.829,188522.626,676413.905
G100000107666,S2,4,2017,626.778,644.21,observed,597031.455,403776.655,193254.8,869668.705
G100000107666,S2,5,2018,626.778,636.89,observed,597031.455,399188.64,197842.814,1067511.519
G100000107666,S2,6,2019,626.778,619.63,observed,597031.455,388370.452,208661.003,1276172.522
G100000107666,S2,7,2020,626.778,606.29,observed,597031.455,380009.234,217022.221,1493194.743
G100000107666,S2,8,2021,626.778,599.05,observed,597031.455,375471.361,221560.094,1714754.837
G100000107666,S2,9,2022,626.778,586.75,observed,597031.455,367761.992,229269.463,1944024.301
G100000107666,S2,10,2023,626.778,583.04,observed,597031.455,365436.645,231594.81,2175619.11
G100000107666,S2,11,2024,626.778,555.4,observed,597031.455,348112.501,248918.954,2424538.064
G100000107666,S2,12,2025,626.778,525.34,observed,597031.455,329271.555,267759.9,2692297.964
G100000107666,S2,13,2026,626.778,514.24,pathway,597031.455,322314.444,274717.011,2967014.975
G100000107666,S2,14,2027,626.778,503.375,pathway,597031.455,315504.313,281527.142,3248542.117
G100000107666,S2,15,2028,626.778,492.739,pathway,597031.455,308838.09,288193.365,3536735.482
G100000107666,S2,16,2029,626.778,482.328,pathway,597031.455,302312.705,294718.75,3831454.232
G100000107666,S2,17,2030,626.778,472.137,pathway,597031.455,295925.21,301106.245,4132560.477
G100000107666,S2,18,2031,626.778,462.161,pathway,597031.455,289672.661,307358.794,4439919.271
G100000107666,S2,19,2032,626.778,452.397,pathway,597031.455,283552.173,313479.281,4753398.553
G100000107666,S2,20,2033,626.778,442.838,pathway,597031.455,277561.053,319470.402,5072868.955
G100000107666,S2,21,2034,626.778,433.481,pathway,597031.455,271696.542,325334.913,5398203.867
G100000107666,S2,22,2035,626.778,424.322,pathway,597031.455,265955.883,331075.572,5729279.44
G100000107666,S2,23,2036,626.778,415.357,pathway,597031.455,260336.567,336694.888,6065974.327
G100000107666,S2,24,2037,626.778,406.581,pathway,597031.455,254835.963,342195.492,6408169.819
G100000107666,S2,25,2038,626.778,397.99,pathway,597031.455,249451.564,347579.891,6755749.71
G100000107666,S2,26,2039,626.778,389.581,pathway,597031.455,244180.988,352850.467,7108600.177
G100000107666,S2,27,2040,626.778,381.35,pathway,597031.455,239021.728,358009.727,7466609.904
G100000107666,S2,28,2041,626.778,373.292,pathway,597031.455,233971.464,363059.991,7829669.895
G100000107666,S2,29,2042,626.778,365.405,pathway,597031.455,229027.94,368003.514,8197673.409
G100000107666,S2,30,2043,626.778,357.685,pathway,597031.455,224188.838,372842.617,8570516.026
G100000107666,S2,31,2044,626.778,350.127,pathway,597031.455,219451.963,377579.491,8948095.517
G100000107666,S2,32,2045,626.778,342.729,pathway,597031.455,214815.185,382216.27,9330311.787
G100000107666,S2,33,2046,626.778,335.488,pathway,597031.455,210276.435,386755.02,9717066.807
G100000107666,S2,34,2047,626.778,328.399,pathway,597031.455,205833.519,391197.936,10108264.743
G100000107666,S2,35,2048,626.778,321.461,pathway,597031.455,201484.495,395546.96,10503811.703
G100000107666,S2,36,2049,626.778,314.669,pathway,597031.455,197227.356,399804.099,10903615.802
G100000107666,S2,37,2050,626.778,308.02,pathway,597031.455,193060.222,403971.233,11307587.035
G100000107666,S2,38,2051,626.778,301.512,pathway,597031.455,188981.088,408050.367,11715637.402
G100000107666,S2,39,2052,626.778,295.141,pathway,597031.455,184988.136,412043.319,12127680.72
G100000113713,S1,0,2015,1532.124,667.85,observed,1459410.223,1023229.013,436181.21,436181.21
G100000113713,S1,1,2016,1532.124,651.76,observed,1459410.223,998577.138,460833.085,897014.295
G100000113713,S1,2,2017,1532.124,644.21,observed,1459410.223,987009.602,472400.621,1369414.916
G100000113713,S1,3,2018,1532.124,636.89,observed,1459410.223,975794.454,483615.769,1853030.685
G100000113713,S1,4,2019,1532.124,619.63,observed,1459410.223,949349.994,510060.229,2363090.914
G100000113713,S1,5,2020,1532.124,606.29,observed,1459410.223,928911.46,530498.763,2893589.677
G100000113713,S1,6,2021,1532.124,599.05,observed,1459410.223,917818.882,541591.341,3435181.018
G100000113713,S1,7,2022,1532.124,586.75,observed,1459410.223,898973.757,560436.466,3995617.484
G100000113713,S1,8,2023,1532.124,583.04,observed,1459410.223,893289.577,566120.646,4561738.13
G100000113713,S1,9,2024,1532.124,555.4,observed,1459410.223,850941.67,608468.554,5170206.683
G100000113713,S1,10,2025,1532.124,525.34,observed,1459410.223,804886.022,654524.201,5824730.884
G100000113713,S1,11,2026,1532.124,514.24,pathway,1459410.223,787879.752,671530.471,6496261.355
G100000113713,S1,12,2027,1532.124,503.375,pathway,1459410.223,771232.765,688177.458,7184438.813
G100000113713,S1,13,2028,1532.124,492.739,pathway,1459410.223,754937.554,704472.669,7888911.482
G100000113713,S1,14,2029,1532.124,482.328,pathway,1459410.223,738986.611,720423.612,8609335.094
G100000113713,S1,15,2030,1532.124,472.137,pathway,1459410.223,723372.735,736037.488,9345372.582
G100000113713,S1,16,2031,1532.124,462.161,pathway,1459410.223,708088.726,751321.497,10096694.079
G100000113713,S1,17,2032,1532.124,452.397,pathway,1459410.223,693127.535,766282.688,10862976.767
G100000113713,S1,18,2033,1532.124,442.838,pathway,1459410.223,678482.575,780927.648,11643904.416
G100000113713,S1,19,2034,1532.124,433.481,pathway,1459410.223,664147.103,795263.12,12439167.535
G100000113713,S1,20,2035,1532.124,424.322,pathway,1459410.223,650114.38,809295.844,13248463.379
G100000113713,S1,21,2036,1532.124,415.357,pathway,1459410.223,636378.275,823031.948,14071495.327
G100000113713,S1,22,2037,1532.124,406.581,pathway,1459410.223,622932.355,836477.868,14907973.195
G100000113713,S1,23,2038,1532.124,397.99,pathway,1459410.223,609770.49,849639.733,15757612.928
G100000113713,S1,24,2039,1532.124,389.581,pathway,1459410.223,596886.86,862523.363,16620136.292
G100000113713,S1,25,2040,1532.124,381.35,pathway,1459410.223,584275.334,875134.889,17495271.181
G100000113713,S1,26,2041,1532.124,373.292,pathway,1459410.223,571930.245,887479.978,18382751.159
G100000113713,S1,27,2042,1532.124,365.405,pathway,1459410.223,559846.077,899564.146,19282315.305
G100000113713,S1,28,2043,1532.124,357.685,pathway,1459410.223,548017.16,911393.063,20193708.368
G100000113713,S1,29,2044,1532.124,350.127,pathway,1459410.223,536438.133,922972.09,21116680.458
G100000113713,S1,30,2045,1532.124,342.729,pathway,1459410.223,525103.786,934306.437,22050986.895
G100000113713,S1,31,2046,1532.124,335.488,pathway,1459410.223,514009.063,945401.16,22996388.055
G100000113713,S1,32,2047,1532.124,328.399,pathway,1459410.223,503148.602,956261.621,23952649.676
G100000113713,S1,33,2048,1532.124,321.461,pathway,1459410.223,492517.654,966892.57,24919542.246
G100000113713,S1,34,2049,1532.124,314.669,pathway,1459410.223,482111.314,977298.909,25896841.155
G100000113713,S1,35,2050,1532.124,308.02,pathway,1459410.223,471924.988,987485.235,26884326.39
G100000113713,S1,36,2051,1532.124,301.512,pathway,1459410.223,461953.771,997456.452,27881782.842
G100000113713,S1,37,2052,1532.124,295.141,pathway,1459410.223,452193.222,1007217.001,28888999.843
G100000113713,S1,38,2053,1532.124,288.905,pathway,1459410.223,442638.897,1016771.326,29905771.169
G100000113713,S1,39,2054,1532.124,282.801,pathway,1459410.223,433286.353,1026123.871,30931895.039
G100000113713,S2,0,2015,1532.124,667.85,observed,1459410.223,1023229.013,436181.21,436181.21
G100000113713,S2,1,2016,1532.124,651.76,observed,1459410.223,998577.138,460833.085,897014.295
G100000113713,S2,2,2017,1532.124,644.21,observed,1459410.223,987009.602,472400.621,1369414.916
G100000113713,S2,3,2018,1532.124,636.89,observed,1459410.223,975794.454,483615.769,1853030.685
G100000113713,S2,4,2019,1532.124,619.63,observed,1459410.223,949349.994,510060.229,2363090.914
G100000113713,S2,5,2020,1532.124,606.29,observed,1459410.223,928911.46,530498.763,2893589.677
G100000113713,S2,6,2021,1532.124,599.05,observed,1459410.223,917818.882,541591.341,3435181.018
G100000113713,S2,7,2022,1532.124,586.75,observed,1459410.223,898973.757,560436.466,3995617.484
G100000113713,S2,8,2023,1532.124,583.04,observed,1459410.223,893289.577,566120.646,4561738.13
G100000113713,S2,9,2024,1532.124,555.4,observed,1459410.223,850941.67,608468.554,5170206.683
G100000113713,S2,10,2025,1532.124,525.34,observed,1459410.223,804886.022,654524.201,5824730.884
G100000113713,S2,11,2026,1532.124,514.24,pathway,1459410.223,787879.752,671530.471,6496261.355
G100000113713,S2,12,2027,1532.124,503.375,pathway,1459410.223,771232.765,688177.458,7184438.813
G100000113713,S2,13,2028,1532.124,492.739,pathway,1459410.223,754937.554,704472.669,7888911.482
G100000113713,S2,14,2029,1532.124,482.328,pathway,1459410.223,738986.611,720423.612,8609335.094
G100000113713,S2,15,2030,1532.124,472.137,pathway,1459410.223,723372.735,736037.488,9345372.582
G100000113713,S2,16,2031,1532.124,462.161,pathway,1459410.223,708088.726,751321.497,10096694.079
G100000113713,S2,17,2032,1532.124,452.397,pathway,1459410.223,693127.535,766282.688,10862976.767
G100000113713,S2,18,2033,1532.124,442.838,pathway,1459410.223,678482.575,780927.648,11643904.416
G100000113713,S2,19,2034,1532.124,433.481,pathway,1459410.223,664147.103,795263.12,12439167.535
G100000113713,S2,20,2035,1532.124,424.322,pathway,1459410.223,650114.38,809295.844,13248463.379
G100000113713,S2,21,2036,1532.124,415.357,pathway,1459410.223,636378.275,823031.948,14071495.327
G100000113713,S2,22,2037,1532.124,406.581,pathway,1459410.223,622932.355,836477.868,14907973.195
G100000113713,S2,23,2038,1532.124,397.99,pathway,1459410.223,609770.49,849639.733,15757612.928
G100000113713,S2,24,2039,1532.124,389.581,pathway,1459410.223,596886.86,862523.363,16620136.292
G100000113713,S2,25,2040,1532.124,381.35,pathway,1459410.223,584275.334,875134.889,17495271.181
G100000113713,S2,26,2041,1532.124,373.292,pathway,1459410.223,571930.245,887479.978,18382751.159
G100000113713,S2,27,2042,1532.124,365.405,pathway,1459410.223,559846.077,899564.146,19282315.305
G100000113713,S2,28,2043,1532.124,357.685,pathway,1459410.223,548017.16,911393.063,20193708.368
G100000113713,S2,29,2044,1532.124,350.127,pathway,1459410.223,536438.133,922972.09,21116680.458
G100000113713,S2,30,2045,1532.124,342.729,pathway,1459410.223,525103.786,934306.437,22050986.895
G100000113713,S2,31,2046,1532.124,335.488,pathway,1459410.223,514009.063,945401.16,22996388.055
G100000113713,S2,32,2047,1532.124,328.399,pathway,1459410.223,503148.602,956261.621,23952649.676
G100000113713,S2,33,2048,1532.124,321.461,pathway,1459410.223,492517.654,966892.57,24919542.246
G100000113713,S2,34,2049,1532.124,314.669,pathway,1459410.223,482111.314,977298.909,25896841.155
G100000113713,S2,35,2050,1532.124,308.02,pathway,1459410.223,471924.988,987485.235,26884326.39
G100000113713,S2,36,2051,1532.124,301.512,pathway,1459410.223,461953.771,997456.452,27881782.842
G100000113713,S2,37,2052,1532.124,295.141,pathway,1459410.223,452193.222,1007217.001,28888999.843
G100000113713,S2,38,2053,1532.124,288.905,pathway,1459410.223,442638.897,1016771.326,29905771.169
G100000113713,S2,39,2054,1532.124,282.801,pathway,1459410.223,433286.353,1026123.871,30931895.039
G100000113714,S1,0,2015,1532.124,667.85,observed,1459410.223,1023229.013,436181.21,436181.21
G100000113714,S1,1,2016,1532.124,651.76,observed,1459410.223,998577.138,460833.085,897014.295
G100000113714,S1,2,2017,1532.124,644.21,observed,1459410.223,987009.602,472400.621,1369414.916
G100000113714,S1,3,2018,1532.124,636.89,observed,1459410.223,975794.454,483615.769,1853030.685
G100000113714,S1,4,2019,1532.124,619.63,observed,1459410.223,949349.994,510060.229,2363090.914
G100000113714,S1,5,2020,1532.124,606.29,observed,1459410.223,928911.46,530498.763,2893589.677
G100000113714,S1,6,2021,1532.124,599.05,observed,1459410.223,917818.882,541591.341,3435181.018
G100000113714,S1,7,2022,1532.124,586.75,observed,1459410.223,898973.757,560436.466,3995617.484
G100000113714,S1,8,2023,1532.124,583.04,observed,1459410.223,893289.577,566120.646,4561738.13
G100000113714,S1,9,2024,1532.124,555.4,observed,1459410.223,850941.67,608468.554,5170206.683
G100000113714,S1,10,2025,1532.124,525.34,observed,1459410.223,804886.022,654524.201,5824730.884
G100000113714,S1,11,2026,1532.124,514.24,pathway,1459410.223,787879.752,671530.471,6496261.355
G100000113714,S1,12,2027,1532.124,503.375,pathway,1459410.223,771232.765,688177.458,7184438.813
G100000113714,S1,13,2028,1532.124,492.739,pathway,1459410.223,754937.554,704472.669,7888911.482
G100000113714,S1,14,2029,1532.124,482.328,pathway,1459410.223,738986.611,720423.612,8609335.094
G100000113714,S1,15,2030,1532.124,472.137,pathway,1459410.223,723372.735,736037.488,9345372.582
G100000113714,S1,16,2031,1532.124,462.161,pathway,1459410.223,708088.726,751321.497,10096694.079
G100000113714,S1,17,2032,1532.124,452.397,pathway,1459410.223,693127.535,766282.688,10862976.767
G100000113714,S1,18,2033,1532.124,442.838,pathway,1459410.223,678482.575,780927.648,11643904.416
G100000113714,S1,19,2034,1532.124,433.481,pathway,1459410.223,664147.103,795263.12,12439167.535
G100000113714,S1,20,2035,1532.124,424.322,pathway,1459410.223,650114.38,809295.844,13248463.379
G100000113714,S1,21,2036,1532.124,415.357,pathway,1459410.223,636378.275,823031.948,14071495.327
G100000113714,S1,22,2037,1532.124,406.581,pathway,1459410.223,622932.355,836477.868,14907973.195
G100000113714,S1,23,2038,1532.124,397.99,pathway,1459410.223,609770.49,849639.733,15757612.928
G100000113714,S1,24,2039,1532.124,389.581,pathway,1459410.223,596886.86,862523.363,16620136.292
G100000113714,S1,25,2040,1532.124,381.35,pathway,1459410.223,584275.334,875134.889,17495271.181
G100000113714,S1,26,2041,1532.124,373.292,pathway,1459410.223,571930.245,887479.978,18382751.159
G100000113714,S1,27,2042,1532.124,365.405,pathway,1459410.223,559846.077,899564.146,19282315.305
G100000113714,S1,28,2043,1532.124,357.685,pathway,1459410.223,548017.16,911393.063,20193708.368
G100000113714,S1,29,2044,1532.124,350.127,pathway,1459410.223,536438.133,922972.09,21116680.458
G100000113714,S1,30,2045,1532.124,342.729,pathway,1459410.223,525103.786,934306.437,22050986.895
G100000113714,S1,31,2046,1532.124,335.488,pathway,1459410.223,514009.063,945401.16,22996388.055
G100000113714,S1,32,2047,1532.124,328.399,pathway,1459410.223,503148.602,956261.621,23952649.676
G100000113714,S1,33,2048,1532.124,321.461,pathway,1459410.223,492517.654,966892.57,24919542.246
G100000113714,S1,34,2049,1532.124,314.669,pathway,1459410.223,482111.314,977298.909,25896841.155
G100000113714,S1,35,2050,1532.124,308.02,pathway,1459410.223,471924.988,987485.235,26884326.39
G100000113714,S1,36,2051,1532.124,301.512,pathway,1459410.223,461953.771,997456.452,27881782.842
G100000113714,S1,37,2052,1532.124,295.141,pathway,1459410.223,452193.222,1007217.001,28888999.843
G100000113714,S1,38,2053,1532.124,288.905,pathway,1459410.223,442638.897,1016771.326,29905771.169
G100000113714,S1,39,2054,1532.124,282.801,pathway,1459410.223,433286.353,1026123.871,30931895.039
G100000113714,S2,0,2015,1532.124,667.85,observed,1459410.223,1023229.013,436181.21,436181.21
G100000113714,S2,1,2016,1532.124,651.76,observed,1459410.223,998577.138,460833.085,897014.295
G100000113714,S2,2,2017,1532.124,644.21,observed,1459410.223,987009.602,472400.621,1369414.916
G100000113714,S2,3,2018,1532.124,636.89,observed,1459410.223,975794.454,483615.769,1853030.685
G100000113714,S2,4,2019,1532.124,619.63,observed,1459410.223,949349.994,510060.229,2363090.914
G100000113714,S2,5,2020,1532.124,606.29,observed,1459410.223,928911.46,530498.763,2893589.677
G100000113714,S2,6,2021,1532.124,599.05,observed,1459410.223,917818.882,541591.341,3435181.018
G100000113714,S2,7,2022,1532.124,586.75,observed,1459410.223,898973.757,560436.466,3995617.484
G100000113714,S2,8,2023,1532.124,583.04,observed,1459410.223,893289.577,566120.646,4561738.13
G100000113714,S2,9,2024,1532.124,555.4,observed,1459410.223,850941.67,608468.554,5170206.683
G100000113714,S2,10,2025,1532.124,525.34,observed,1459410.223,804886.022,654524.201,5824730.884
G100000113714,S2,11,2026,1532.124,514.24,pathway,1459410.223,787879.752,671530.471,6496261.355
G100000113714,S2,12,2027,1532.124,503.375,pathway,1459410.223,771232.765,688177.458,7184438.813
G100000113714,S2,13,2028,1532.124,492.739,pathway,1459410.223,754937.554,704472.669,7888911.482
G100000113714,S2,14,2029,1532.124,482.328,pathway,1459410.223,738986.611,720423.612,8609335.094
G100000113714,S2,15,2030,1532.124,472.137,pathway,1459410.223,723372.735,736037.488,9345372.582
G100000113714,S2,16,2031,1532.124,462.161,pathway,1459410.223,708088.726,751321.497,10096694.079
G100000113714,S2,17,2032,1532.124,452.397,pathway,1459410.223,693127.535,766282.688,10862976.767
G100000113714,S2,18,2033,1532.124,442.838,pathway,1459410.223,678482.575,780927.648,11643904.416
G100000113714,S2,19,2034,1532.124,433.481,pathway,1459410.223,664147.103,795263.12,12439167.535
G100000113714,S2,20,2035,1532.124,424.322,pathway,1459410.223,650114.38,809295.844,13248463.379
G100000113714,S2,21,2036,1532.124,415.357,pathway,1459410.223,636378.275,823031.948,14071495.327
