국가,제작업체,판매년도,선택기준,판매규모,적용기준차종,판매량확인,진행상태,실적확인상태,기준(비율별)_온실가스,기준(비율별)_에너지소비효율,기준(연차별)_온실가스,기준(연차별)_에너지소비효율,실적(100)_온실가스,실적(100)_에너지소비효율,실적(비율)_온실가스,실적(비율)_에너지소비효율,판매량(대)_비율 판매량,판매량(대)_전체 판매량,평균 공차중량,평균 점유면적,경유차 비율_경유차,경유차 비율_경유차비율,초과달성분(비율별)_온실가스,초과달성분(비율별)_에너지소비효율,초과달성분(연차별)_온실가스,초과달성분(연차별)_에너지소비효율,전기차 향상분_판매대수,전기차 향상분_판매대수 비율
미국,포드세일즈서비스코리아(유),2017,에너지소비비율,소규모,승용·승합(10인승이하),확인,마감,확인,142.481,14.654,180.738,11.578,199.162,11.255,137.645,17.555,2146,10727,2056.4,4.767,1146,10.7,10376.3,24848.3,-197630.4,-13850.2,0,0
스웨덴,㈜볼보자동차코리아,2017,에너지소비비율,소규모,승용·승합(10인승이하),확인,마감,확인,131.533,16.843,166.832,13.307,141.604,17.769,117.952,21.788,1321,6604,1824.53,4.583,5437,82.3,17941.4,29621.5,166606.3,122501.7,0.7,2.7
미국,에프씨에이코리아 주식회사,2017,에너지소비비율,소규모,승용·승합(10인승이하),확인,마감,확인,134.04,15.921,170.017,12.579,190.635,12.5,157.266,16.351,1650,8249,1877.62,4.309,3402,41.2,-38323.1,2833,-170084.4,-2594.7,0,0
독일,아우디폭스바겐코리아(주),2017,에너지소비비율,일반,승용·승합(10인승이하),확인,마감,확인,121.077,17.539,153.585,13.857,189.699,13.154,150.228,17.266,249,1245,2013.38,4.737,771,61.9,-7258.5,-271.1,-44962,-3495.9,0,0
한국,쌍용자동차㈜,2017,에너지소비비율,일반,승용·승합(10인승이하),확인,마감,확인,102.923,22.463,130.524,17.748,157.08,15.414,133.725,19.354,16609,83041,1567.33,4.202,44633,53.7,-511596.9,-206144.5,-2205205.9,-773865,0,0
독일,메르세데스-벤츠코리아(주),2017,에너지소비비율,일반,승용·승합(10인승이하),확인,마감,확인,115.286,19.2,146.228,15.17,160.258,15.12,124.548,20.997,13772,68860,1871.08,4.681,30309,44,-127556.4,98786.2,-966104.7,-13646.3,0,0
한국,르노삼성자동차(주),2017,온실가스,일반,승용·승합(10인승이하),확인,마감,확인,99.43,24.012,126.087,18.972,128.916,16.956,74.081,23.988,20108,100537,1477.42,4.336,39534,39.3,509726.8,692681,-284482,265840.7,10.7,34.5
한국,기아자동차(주),2017,온실가스,일반,승용·승합(10인승이하),확인,마감,확인,104.142,22.02,132.065,17.401,138.558,17.169,90.907,23.267,90970,454850,1573.54,4.347,196503,43.2,1203970.4,1072731,-2953229.6,511128.7,2,6.8
미국,GM코리아㈜,2017,에너지소비비율,소규모,승용·승합(10인승이하),확인,마감,확인,135.031,15.825,171.275,12.503,197.462,11.735,166.135,14.107,402,2008,1898.61,3.846,0,0,-12503.6,-2757.7,-52583.4,-6159.4,0,0
독일,BMW코리아(주),2017,에너지소비비율,일반,승용·승합(10인승이하),확인,마감,확인,108.102,21.425,137.103,16.928,140.528,17.64,113.708,21.996,13855,69271,1694.59,8.908,49579,71.6,-77668.6,104625.1,-237263.4,286944.1,1.3,5.3
영국,(주)재규어랜드로버코리아,2017,에너지소비비율,소규모,승용·승합(10인승이하),확인,마감,확인,144.167,13.939,182.88,11.013,170.026,15.057,138.717,18.794,2973,14865,2092.12,4.655,13688,92.1,16202.2,57608.2,191085,239936.8,0,0
이탈리아,(주) 에프엠케이,2017,온실가스,별도기준,승용·승합(10인승이하),확인,마감,확인,289,0,289,0,220.487,10.436,177.815,14.559,440,2200,2068.81,49.719,805,36.6,48921.3,0,150729.4,0,0,0
한국,현대자동차(주),2018,"온실가스, 판매비율",일반,승용·승합(10인승이하),확인,마감,확인,104.678,22.352,129.507,18.028,132.162,15.956,84.551,20.482,165288,550960,1610.437,4.461,165417,30.023,3326731.9,3815567.8,-1462371.9,2723753.3,13.215,30.548
한국,기아자동차(주),2018,"온실가스, 판매비율",일반,승용·승합(10인승이하),확인,마감,확인,103.942,22.054,128.598,17.794,136.224,16.822,93.668,21.572,139407,464689,1571.974,4.372,183149,39.413,1432365.4,1319520.8,-3543741.2,450976,4.851,11.391
한국,르노삼성자동차(주),2018,"온실가스, 연차별",일반,승용·승합(10인승이하),확인,마감,확인,98.563,24.276,121.935,19.581,128.29,16.474,88.821,20.448,27032,90104,1450.296,4.286,20062,22.265,263330.3,397114,-572621.6,-32776.1,12.039,29.97
한국,한국지엠주식회사,2018,"온실가스, 연차별",일반,승용·승합(10인승이하),확인,마감,확인,90.906,26.228,112.457,21.175,106.992,18.402,66.986,21.73,25897,86323,1195.313,3.806,5592,6.478,619455.7,517950.2,471723.7,578255.4,17.77,37.955
한국,쌍용자동차㈜,2018,"에너지소비효율, 연차별",일반,승용·승합(10인승이하),확인,마감,확인,104.27,21.899,129.002,17.663,159.941,15.083,140.868,17.486,19968,66557,1600.416,4.227,33956,51.018,-730790,-351680.3,-2059202.1,-685322.5,0,0
독일,메르세데스-벤츠코리아(주),2018,"에너지소비효율, 연차별",일반,승용·승합(10인승이하),확인,마감,확인,114.322,19.634,141.451,15.836,157.621,14.88,127.8,18.903,21240,70798,1847.408,4.671,25148,35.521,-286265.4,120683.9,-1144861.5,-16559.2,3.584,8.6
독일,BMW코리아(주),2018,"에너지소비효율, 연차별",일반,승용·승합(10인승이하),확인,마감,확인,108.484,21.336,134.221,17.209,146.673,16.448,121.01,20.503,17977,59923,1703.966,8.89,33743,56.311,-225183.1,43470.7,-746178.3,-53328.6,2.147,5.743
일본,한국토요타자동차(주),2018,"에너지소비효율, 판매비율",일반,승용·승합(10인승이하),확인,마감,확인,107.396,21.631,132.874,17.446,112.588,19.819,84.9,26.125,9034,30113,1677.242,4.387,0,0,203232.7,169953.6,610891,296481.4,0.376,0.872
독일,아우디폭스바겐코리아(주),2018,"에너지소비효율, 연차별",일반,승용·승합(10인승이하),확인,마감,확인,107.249,21.854,132.692,17.627,138.429,17.948,126.462,20.471,8420,28066,1673.628,4.408,20026,71.353,-161770.7,-46473.4,-161010.6,35997,0,0
영국,(주)재규어랜드로버코리아,2018,"에너지소비효율, 판매비율",소규모,승용·승합(10인승이하),확인,마감,확인,141.581,14.211,175.191,11.462,171.531,14.785,142.647,18.151,4642,15473,2116.962,4.675,13787,89.104,-4949.3,73012.4,56633.5,205279.9,0,0
미국,포드세일즈서비스코리아(유),2018,"에너지소비효율, 판매비율",소규모,승용·승합(10인승이하),확인,마감,확인,140.033,14.957,173.274,12.064,202.228,11.035,163.629,13.942,3476,11585,2083.296,4.778,657,5.671,-82020.6,-14077.5,-335442.6,-47559.9,0,0
스웨덴,㈜볼보자동차코리아,2018,"에너지소비효율, 연차별",소규모,승용·승합(10인승이하),확인,마감,확인,130.321,16.985,161.247,13.7,151.665,15.816,125.307,20.219,2564,8544,1872.134,4.669,5715,66.889,12855.9,40087.2,81874.1,82025.6,1.154,2.724
일본,혼다코리아(주),2018,"에너지소비효율, 판매비율",일반,승용·승합(10인승이하),확인,마감,확인,106.288,21.891,131.501,17.657,135.647,16.704,87.452,25.573,2387,7956,1650.003,4.583,0,0,44960.9,35084.3,-32982.5,-30265.4,0,0
미국,에프씨에이코리아 주식회사,2018,"에너지소비효율, 판매비율",소규모,승용·승합(10인승이하),확인,마감,확인,130.367,16.665,161.304,13.441,194.103,11.906,169.341,14.267,2277,7590,1873.13,4.429,1401,18.458,-88742.8,-21788.1,-248944.8,-46517.5,0,0
일본,한국닛산(주),2018,"에너지소비효율, 판매비율",일반,승용·승합(10인승이하),확인,마감,확인,103.559,22.755,128.122,18.354,149.716,15.205,134.852,16.868,2156,7184,1582.959,4.336,0,0,-67467.3,-50667.3,-155125.8,-90297.6,0,0
프랑스,한불모터스(주),2018,"에너지소비효율, 연차별",소규모,승용·승합(10인승이하),확인,마감,확인,114.416,20.451,141.551,16.495,136.111,19.023,113.73,22.764,1662,5538,1526.293,7.993,5538,100,1140,15345.7,30129,55890,0,0
독일,포르쉐코리아 주식회사,2018,"에너지소비효율, 연차별",별도기준,승용·승합(10인승이하),확인,마감,확인,0.001,11.4,0.001,11.4,194.816,11.555,175.821,12.733,1286,4285,1828.158,4.525,354,8.261,-226104.2,17209.5,-834781.3,14299.7,2.718,8.059
미국,GM코리아㈜,2018,"에너지소비효율, 판매비율",소규모,승용·승합(10인승이하),확인,마감,확인,133.067,15.907,164.647,12.83,197.162,11.73,168.199,13.858,631,2101,1931.825,3.932,0,0,-22168.6,-5162.3,-68313.8,-9227,0,0
이탈리아,(주) 에프엠케이,2018,"온실가스, 연차별",별도기준,승용·승합(10인승이하),확인,마감,확인,281,0.001,281,0.001,224.768,10.166,189.916,13.63,543,1807,2068.331,49.574,578,31.987,49458.8,29541.7,101610.4,73322.5,0,0
한국,현대자동차(주),2019,"온실가스, 판매비율",일반,승용·승합(10인승이하),확인,마감,확인,105.001,22.219,119.083,19.568,130.885,15.917,104.844,18.598,340979,568298,1618.391,4.519,128083,22.538,53519.9,1623260,-6707550.9,-297271.3,14.05,19.215
한국,기아(주),2019,"온실가스, 판매비율",일반,승용·승합(10인승이하),확인,마감,확인,102.909,22.381,116.696,19.713,132.838,16.763,109.973,19.337,263267,438777,1548.283,4.347,134824,30.727,-1859645.9,-611775.2,-7082825,-2074914,7.044,9.829
한국,케이지모빌리티(주),2019,"에너지소비효율, 연차별",일반,승용·승합(10인승이하),확인,마감,확인,102.937,22.499,116.739,19.814,154.26,15.468,141.67,16.675,39810,66350,1567.673,4.236,30438,45.875,-1541942.8,-925528.4,-2489506.5,-1151091.1,0,0
한국,한국지엠(주),2019,"온실가스, 판매비율",일반,승용·승합(10인승이하),확인,마감,확인,90.305,26.365,102.364,23.23,102.868,18.871,80.291,21.633,41455,69091,1171.865,3.751,4064,5.882,415137,293553.5,-34828.4,120279.3,19.137,25.968
한국,르노코리아자동차(주),2019,"온실가스, 연차별",일반,승용·승합(10인승이하),확인,마감,확인,100.056,23.875,113.468,21.026,130.889,15.848,118.394,16.844,50181,83635,1485.901,4.272,11449,13.689,-920231.8,-501753.4,-1457020.9,-746223.7,11.745,18.067
독일,폭스바겐그룹코리아(주),2019,"에너지소비효율, 연차별",일반,승용·승합(10인승이하),확인,마감,확인,111.507,20.591,126.467,18.134,153.74,15.454,132.78,18.594,12446,20742,1778.231,4.621,8342,40.218,-264763,-99224.2,-565704.8,-221901.7,0,0
독일,BMW코리아(주),2019,"에너지소비효율, 연차별",일반,승용·승합(10인승이하),확인,마감,확인,109.366,20.992,124.037,18.487,151.904,15.546,138.62,17.095,33041,55068,1725.641,8.703,25924,47.076,-966583.8,-355680,-1534572.8,-471619.4,3.173,4.789
독일,메르세데스벤츠코리아(주),2019,"에너지소비효율, 연차별",일반,승용·승합(10인승이하),확인,마감,확인,114.328,19.743,129.669,17.387,157.636,14.384,138.9,16.248,46880,78133,1847.545,4.697,21762,27.853,-1151967.3,-160984.6,-2185098.6,-350286.4,7.505,10.516
일본,한국토요타자동차(주),2019,"에너지소비효율, 판매비율",일반,승용·승합(10인승이하),확인,마감,확인,108.474,21.386,123.024,18.834,108.714,20.54,91.03,24.427,13726,22876,1703.711,4.373,0,0,239431,171655.5,327367.1,162139.9,0.278,0.369
일본,한국닛산(주),2019,"온실가스, 판매비율",일반,승용·승합(10인승이하),확인,계산,미확인,107.903,21.624,122.376,19.044,114.066,13.717,82.423,14.957,3030,5050,1689.683,4.381,0,0,77204.2,131652.8,41964.2,156518.9,52.256,70.065
일본,혼다코리아(주),2019,"에너지소비효율, 판매비율",일반,승용·승합(10인승이하),확인,마감,확인,105.505,22.174,119.654,19.528,130.807,17.106,102.39,21.713,5256,8760,1630.767,4.59,0,0,16371.2,-9671.5,-97695.3,-84692.2,0,0
미국,포드세일즈서비스코리아(유),2019,"에너지소비효율, 판매비율",소규모,승용·승합(10인승이하),확인,마감,확인,135.438,15.664,153.622,13.794,196.557,11.312,182.193,12.244,5243,8737,2063.704,4.754,61,0.698,-245138.5,-71580.3,-375129.5,-86570.4,0,0
미국,스텔란티스코리아(주),2019,"에너지소비효율, 판매비율",소규모,승용·승합(10인승이하),확인,계산,미확인,127.156,17.185,144.22,15.134,193.744,11.858,180.088,12.833,6143,10237,1878.708,4.41,1068,10.433,-325160.6,-106716.4,-506971.6,-133874.2,0,0
프랑스,한불모터스(주),2019,"에너지소비효율, 연차별",소규모,승용·승합(10인승이하),확인,계산,미확인,113.69,20.672,128.935,18.205,136.014,19.038,131.337,19.716,2703,4505,1577.931,4.304,4505,100,-47700.1,-10319.8,-31893.9,14986,0,0
영국,(주)재규어랜드로버코리아,2019,"에너지소비효율, 판매비율",소규모,승용·승합(10인승이하),확인,마감,확인,137.935,14.803,156.456,13.037,178.127,14.021,156.023,16.008,6119,10197,2119.475,4.389,9237,90.585,-110677.9,61623.6,-220984,76661.4,3.588,5.26
스웨덴,㈜볼보자동차코리아,2019,"에너지소비효율, 연차별",소규모,승용·승합(10인승이하),확인,마감,확인,126.939,17.621,143.974,15.518,163.446,14.435,155.32,15.385,6387,10644,1873.862,4.68,3699,34.752,-181268.9,-38383.8,-207259.5,-25949.9,1.887,2.918
미국,지엠아시아퍼시픽지역본부(주),2019,"에너지소비효율, 판매비율",소규모,승용·승합(10인승이하),확인,마감,확인,134.442,15.228,152.491,13.411,204.907,11.257,188.194,12.274,1029,1715,2041.458,4.843,0,0,-55311.1,-12136.4,-89893.4,-14744.1,0,0
독일,포르쉐코리아(주),2019,"에너지소비효율, 연차별",별도기준,승용·승합(10인승이하),확인,마감,확인,189,12.5,189,12.5,214.356,10.172,200.012,10.694,2523,4204,1981.268,4.675,0,0,-27783.2,8354.2,-106595.5,-10348.4,6.832,10.522
이탈리아,(주)에프엠케이,2019,"온실가스, 연차별",별도기준,승용·승합(10인승이하),확인,마감,확인,257,9.5,257,9.5,239.236,9.261,219.232,10.217,870,1449,2069.972,4.922,124,8.558,32858.5,2491.1,25739.6,-1381.9,0,0
한국,현대자동차(주),2020,"온실가스, 판매비율",일반,승용·승합(10인승이하),확인,마감,확인,105.9,21.89,105.9,21.89,133.822,16.002,133.822,16.002,633687,633687,1640.483,4.578,112171,17.701,-17693311.6,-8550592.3,-17693311.6,-8550592.3,10.007,10.007
한국,기아(주),2020,"온실가스, 판매비율",일반,승용·승합(10인승이하),확인,마감,확인,103.688,22.284,103.688,22.284,132.31,17.405,132.31,17.405,484086,484086,1572.284,4.442,149940,30.974,-13855777.9,-7954899,-13855777.9,-7954899,3.042,3.042
한국,케이지모빌리티(주),2020,"에너지소비효율, 연차별",일반,승용·승합(10인승이하),확인,마감,확인,103.757,22.284,103.757,22.284,152.361,15.308,152.361,15.308,54820,54820,1587.821,4.271,17059,31.118,-2664452.9,-1526611.6,-2664452.9,-1526611.6,1,1
한국,한국지엠(주),2020,"온실가스, 연차별",일반,승용·승합(10인승이하),확인,마감,확인,92.254,25.7,92.254,25.7,121.368,17.902,121.368,17.902,71639,71639,1237.31,3.859,2758,3.85,-2085700.7,-1689376.7,-2085700.7,-1689376.7,7.547,7.547
한국,르노코리아자동차(주),2020,"온실가스, 판매비율",일반,승용·승합(10인승이하),확인,계산,미확인,98.736,24.244,98.736,24.244,123.963,16.82,123.963,16.82,93615,93615,1459.295,4.289,924,0.987,-2361565.1,-2057066.7,-2361565.1,-2057066.7,7.659,7.659
독일,폭스바겐그룹코리아(주),2020,"에너지소비효율, 연차별",일반,승용·승합(10인승이하),확인,마감,확인,111.875,20.297,111.875,20.297,138.149,17.189,138.149,17.189,43726,43726,1787.282,4.516,24798,56.712,-1148857.8,-289976.5,-1148857.8,-289976.5,5.776,5.776
독일,BMW코리아(주),2020,"에너지소비효율, 연차별",일반,승용·승합(10인승이하),확인,마감,확인,112.49,19.979,112.49,19.979,150.185,14.79,150.185,14.79,69804,69804,1802.398,8.844,25994,37.239,-2631237.9,-674062.6,-2631237.9,-674062.6,11.054,11.054
독일,메르세데스벤츠코리아(주),2020,"에너지소비효율, 연차별",일반,승용·승합(10인승이하),확인,마감,확인,114.47,19.542,114.47,19.542,160.594,13.774,160.594,13.774,76880,76880,1851.045,4.683,14178,18.442,-3545980.9,-942033.4,-3545980.9,-942033.4,10.773,10.773
일본,한국토요타자동차(주),2020,"에너지소비효율, 판매비율",일반,승용·승합(10인승이하),확인,마감,확인,108.915,21.287,108.915,21.287,102.085,21.72,102.085,21.72,15076,15076,1714.564,4.453,0,0,102969,34970.7,102969,34970.7,0.591,0.591
일본,한국닛산(주),2020,"에너지소비효율, 연차별",일반,승용·승합(10인승이하),확인,계산,미확인,104.372,22.594,104.372,22.594,130.124,15.514,130.124,15.514,2446,2446,1602.942,4.526,0,0,-62988.5,-28845.7,-62988.5,-28845.7,16.466,16.466
일본,혼다코리아(주),2020,"에너지소비효율, 판매비율",일반,승용·승합(10인승이하),확인,마감,확인,103.493,22.781,103.493,22.781,118.263,18.842,118.263,18.842,3056,3056,1581.33,4.524,0,0,-45139,-48052,-45139,-48052,0,0
미국,포드세일즈서비스코리아(유),2020,"에너지소비효율, 판매비율",소규모,승용·승합(10인승이하),확인,마감,확인,133.608,15.789,133.608,15.789,185.025,11.917,185.025,11.917,10447,10447,2078.087,4.998,251,2.403,-537157.5,-136774.8,-537157.5,-136774.8,2.363,2.363
미국,스텔란티스코리아(주),2020,"에너지소비효율, 판매비율",소규모,승용·승합(10인승이하),확인,계산,미확인,126.946,17.134,126.946,17.134,191.494,12.011,191.494,12.011,8455,8455,1926.523,4.512,867,10.254,-545758.6,-172896.7,-545758.6,-172896.7,0,0
프랑스,한불모터스(주),2020,"에너지소비효율, 연차별",소규모,승용·승합(10인승이하),확인,계산,미확인,111.171,21.232,111.171,21.232,112.358,19.21,112.358,19.21,3541,3541,1567.657,4.28,3320,93.759,-4203.3,50873.8,-4203.3,50873.8,22.438,22.438
영국,(주)재규어랜드로버코리아,2020,"에너지소비효율, 판매비율",소규모,승용·승합(10인승이하),확인,마감,확인,138.667,14.393,138.667,14.393,187.204,13.015,187.204,13.015,5759,5759,2193.179,4.675,4647,80.691,-279528.6,-3349.5,-279528.6,-3349.5,4.919,4.919
스웨덴,㈜볼보자동차코리아,2020,"에너지소비효율, 연차별",소규모,승용·승합(10인승이하),확인,마감,확인,125.51,17.768,125.51,17.768,152.287,14.039,152.287,14.039,12913,12913,1893.87,4.679,1614,12.499,-345762.3,-30161.8,-345762.3,-30161.8,12.547,12.547
미국,지엠아시아퍼시픽지역본부(주),2020,"에너지소비효율, 연차별",소규모,승용·승합(10인승이하),확인,마감,확인,135.656,14.677,135.656,14.677,213.821,10.703,213.821,10.703,1582,1582,2124.693,4.963,0,0,-123656.8,-25100.4,-123656.8,-25100.4,0,0
독일,포르쉐코리아(주),2020,"에너지소비효율, 연차별",별도기준,승용·승합(10인승이하),확인,마감,확인,120.019,14.1,120.019,14.1,200.39,10.512,200.39,10.512,7779,7779,1987.387,4.65,0,0,-625205.8,13316.2,-625205.8,13316.2,16.033,16.033
이탈리아,(주)에프엠케이,2020,"온실가스, 판매비율",별도기준,승용·승합(10인승이하),확인,마감,확인,224,17.524,224,17.524,239.521,9.439,239.521,9.439,1140,1140,2048.838,4.903,232,20.351,-17694,-36791.6,-17694,-36791.6,0,0
