market,company,destination,model,powertrain,scenario,units,ti_per_vehicle_kgco2e,crossover_year,crossover_calendar_year,reason
EU27,hyundai,FR,I 30,ICE,S1,322,-7410.6434,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,FR,I10,ICE,S1,3811,-3022.4392,1.996,2026.0,within lifetime
EU27,hyundai,FR,I20,HEV,S1,2266,-3687.2058,0.816,2024.8,within lifetime
EU27,hyundai,FR,I20,ICE,S1,4634,-4256.8522,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,FR,I20 N,ICE,S1,91,-12754.0772,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,FR,IONIQ5,BEV,S1,735,23067.4305,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,FR,IONIQ5 N,BEV,S1,123,22819.4506,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,FR,IONIQ6,BEV,S1,291,23212.6093,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,FR,KONA KAUAI,BEV,S1,4918,23221.6874,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,FR,KONA KAUAI,HEV,S1,7905,-903.7334,5.96,2030.0,within lifetime
EU27,hyundai,FR,KONA KAUAI,ICE,S1,509,-6663.6167,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,FR,SANTA FE,HEV,S1,257,-12323.2515,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,FR,SANTA FE,ICE,S1,7,-14655.3599,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,FR,TUCSON IX35,HEV,S1,15231,-7077.998,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,FR,TUCSON IX35,ICE,S1,8,-11820.1186,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,GR,BAYON,HEV,S1,102,-14617.9284,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,GR,BAYON,ICE,S1,1138,-15029.9871,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,GR,I 30,HEV,S1,525,-17973.9922,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,GR,I 30,ICE,S1,960,-18357.8316,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,GR,I 30 N,ICE,S1,12,-30802.1072,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,GR,I10,ICE,S1,1610,-13193.0128,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,GR,I20,HEV,S1,44,-13745.5605,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,GR,I20,ICE,S1,2155,-14387.5264,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,GR,I20 N,ICE,S1,88,-24252.7901,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,GR,IONIQ5,BEV,S1,84,11682.9857,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,GR,IONIQ5 N,BEV,S1,8,10272.347,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,GR,IONIQ6,BEV,S1,13,12800.4537,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,GR,KONA KAUAI,BEV,S1,108,12845.2778,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,GR,KONA KAUAI,HEV,S1,721,-13946.5047,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,GR,KONA KAUAI,ICE,S1,173,-20205.203,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,GR,TUCSON IX35,HEV,S1,1046,-21773.1768,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,HR,BAYON,HEV,S1,4,14077.935,62.089,2086.1,after lifetime
EU27,hyundai,HR,BAYON,ICE,S1,372,13135.7855,57.987,2082.0,after lifetime
EU27,hyundai,HR,I 30,HEV,S1,40,7919.2576,36.952,2061.0,after lifetime
EU27,hyundai,HR,I 30,ICE,S1,548,10764.1881,48.091,2072.1,after lifetime
EU27,hyundai,HR,I 30 N,ICE,S1,10,-5723.4698,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,HR,I10,ICE,S1,164,15855.7237,70.119,2094.1,after lifetime
EU27,hyundai,HR,I20,ICE,S1,563,14481.8289,63.88,2087.9,after lifetime
EU27,hyundai,HR,I20 N,ICE,S1,5,3028.0387,19.399,2043.4,within lifetime
EU27,hyundai,HR,I30,ICE,S1,2,-4341.6527,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,HR,IONIQ5,BEV,S1,48,46337.5387,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,HR,IONIQ6,BEV,S1,30,46744.7819,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,HR,KONA,HEV,S1,1,18136.8859,81.029,2105.0,after lifetime
EU27,hyundai,HR,KONA,ICE,S1,1,7634.0959,35.876,2059.9,after lifetime
EU27,hyundai,HR,KONA KAUAI,BEV,S1,80,47030.4902,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,HR,KONA KAUAI,HEV,S1,50,18929.9425,84.997,2109.0,after lifetime
EU27,hyundai,HR,KONA KAUAI,ICE,S1,225,9753.5577,44.047,2068.0,after lifetime
EU27,hyundai,HR,SANTA FE,HEV,S1,6,-492.6683,7.828,2031.8,within lifetime
EU27,hyundai,HR,TUCSON,HEV,S1,4,6974.771,33.414,2057.4,after lifetime
EU27,hyundai,HR,TUCSON IX35,HEV,S1,715,7138.1906,34.021,2058.0,after lifetime
EU27,hyundai,HR,TUCSON IX35,ICE,S1,469,4506.4296,24.511,2048.5,after lifetime
EU27,hyundai,HU,BAYON,ICE,S1,181,-1785.0706,0.322,2024.3,within lifetime
EU27,hyundai,HU,I 30,HEV,S1,266,-3317.9738,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,HU,I 30,ICE,S1,899,-5146.927,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,HU,I 30 N,ICE,S1,33,-21519.1828,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,HU,I10,ICE,S1,153,-523.2212,7.403,2031.4,within lifetime
EU27,hyundai,HU,I20,HEV,S1,90,-1113.209,4.063,2028.1,within lifetime
EU27,hyundai,HU,I20,ICE,S1,588,-720.0109,6.283,2030.3,within lifetime
EU27,hyundai,HU,I20 N,ICE,S1,36,-12212.2729,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,HU,IONIQ5,BEV,S1,115,32450.0815,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,HU,IONIQ5 N,BEV,S1,32,31589.4755,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,HU,IONIQ6,BEV,S1,136,33268.0904,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,HU,KONA KAUAI,BEV,S1,280,33340.8058,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,HU,KONA KAUAI,HEV,S1,139,3674.5336,32.765,2056.8,after lifetime
EU27,hyundai,HU,KONA KAUAI,ICE,S1,201,-7631.4133,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,HU,KONA N KAUAI N,ICE,S1,4,-23587.4026,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,HU,SANTA FE,HEV,S1,20,-15990.3595,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,HU,STARIA,HEV,S1,5,-17548.5766,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,HU,STARIA PREMIUM,HEV,S1,6,-17548.5766,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,HU,STARIA PREMIUM,ICE,S1,1,-35594.484,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,HU,TUCSON IX35,HEV,S1,989,-7540.0997,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,HU,TUCSON IX35,ICE,S1,251,-11399.0459,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,IE,BAYON,ICE,S1,416,-10900.0211,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,IE,I 30,ICE,S1,214,-12276.4951,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,IE,I 30 N,ICE,S1,3,-29622.7112,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,IE,I10,ICE,S1,502,-8017.1668,1.721,2025.7,within lifetime
EU27,hyundai,IE,I20,ICE,S1,1457,-9058.2715,0.943,2024.9,within lifetime
EU27,hyundai,IE,I20 N,ICE,S1,1,-21530.9616,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,IE,IONIQ5,BEV,S1,462,23017.7793,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,IE,IONIQ5 N,BEV,S1,7,21246.5221,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,IE,IONIQ6,BEV,S1,226,24684.0996,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,IE,KONA KAUAI,BEV,S1,739,24436.8511,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,IE,KONA KAUAI,HEV,S1,870,-4455.9578,4.547,2028.5,within lifetime
EU27,hyundai,IE,KONA KAUAI,ICE,S1,889,-12730.7794,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,IE,TUCSON IX35,HEV,S1,1420,-12418.1449,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,IE,TUCSON IX35,ICE,S1,2710,-15131.8375,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,IT,BAYON,HEV,S1,718,-7810.1112,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,IT,BAYON,ICE,S1,1508,-9086.0713,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,IT,BAYON BI-FUEL,ICE,S1,1475,-5828.4955,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,IT,GV70 GENESIS GV70,ICE,S1,1,-36048.7912,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,IT,GV80 GENESIS GV80,ICE,S1,2,-41233.6672,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,IT,I 30,HEV,S1,122,-10326.7152,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,IT,I 30,ICE,S1,12,-9032.8581,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,IT,I 30 N,ICE,S1,26,-25175.2329,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,IT,I10,ICE,S1,13611,-6480.9985,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,IT,I10 BI-FUEL,ICE,S1,2139,-3655.9779,1.349,2025.3,within lifetime
EU27,hyundai,IT,I20,HEV,S1,2268,-6710.578,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,IT,I20,ICE,S1,5314,-7380.3289,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,IT,I20 BI-FUEL,ICE,S1,2087,-5058.5141,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,IT,I20 I20 ACTIVE,ICE,S1,1,-846.2117,6.931,2030.9,within lifetime
EU27,hyundai,IT,I20 N,ICE,S1,886,-17492.3927,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,IT,IONIQ5,BEV,S1,46,16840.9219,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,IT,IONIQ5 N,BEV,S1,27,15005.0441,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,IT,IONIQ6,BEV,S1,90,17421.5654,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,IT,KONA KAUAI,BEV,S1,341,17949.1394,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,IT,KONA KAUAI,HEV,S1,5143,-5057.7959,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,IT,KONA KAUAI,ICE,S1,1076,-11203.0289,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,IT,SANTA FE,HEV,S1,276,-20300.4834,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,IT,STARIA,HEV,S1,4,-22101.0186,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,IT,STARIA,ICE,S1,296,-35003.3291,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,IT,STARIA PREMIUM,HEV,S1,4,-22101.0186,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,IT,STARIA PREMIUM,ICE,S1,43,-37051.4916,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,IT,TUCSON IX35,HEV,S1,10997,-11659.1296,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,IT,TUCSON IX35,ICE,S1,272,-12032.609,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,IT,VERACRUZIX55,ICE,S1,1,-28680.8094,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,LT,BAYON,HEV,S1,11,-14171.5507,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,LT,BAYON,ICE,S1,8,-14606.8777,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,LT,G90 GENESIS G90,HEV,S1,1,-57010.304,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,LT,I 30,HEV,S1,11,-15997.7907,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,LT,I 30,ICE,S1,28,-15970.2195,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,LT,I 30 N,ICE,S1,3,-37209.808,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,LT,I10,ICE,S1,1,-9751.4334,0.77,2024.8,within lifetime
EU27,hyundai,LT,I20,HEV,S1,3,-13542.1709,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,LT,I20,ICE,S1,163,-13712.2035,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,LT,I20 N,ICE,S1,2,-26159.4866,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,LT,IONIQ5,BEV,S1,46,24083.6577,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,LT,IONIQ5 N,BEV,S1,1,23518.7101,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,LT,IONIQ6,BEV,S1,13,24348.324,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,LT,KONA KAUAI,BEV,S1,19,24443.1146,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,LT,KONA KAUAI,HEV,S1,30,-9195.3814,1.24,2025.2,within lifetime
EU27,hyundai,LT,SANTA FE,HEV,S1,11,-29555.1119,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,LT,TUCSON IX35,HEV,S1,338,-21958.8704,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,LT,TUCSON IX35,ICE,S1,6,-24261.9454,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,LV,BAYON,HEV,S1,55,-9357.3948,2.396,2026.4,within lifetime
EU27,hyundai,LV,BAYON,ICE,S1,11,-10050.9756,1.885,2025.9,within lifetime
EU27,hyundai,LV,I 30,HEV,S1,27,-10823.9107,1.326,2025.3,within lifetime
EU27,hyundai,LV,I 30,ICE,S1,118,-12923.1275,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,LV,I10,ICE,S1,4,-4963.3092,5.849,2029.8,within lifetime
EU27,hyundai,LV,I20,HEV,S1,7,-8714.5492,2.878,2026.9,within lifetime
EU27,hyundai,LV,I20,ICE,S1,75,-8914.5282,2.727,2026.7,within lifetime
EU27,hyundai,LV,I20 N,ICE,S1,2,-21482.9106,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,LV,IONIQ5,BEV,S1,53,27964.5847,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,LV,IONIQ5 N,BEV,S1,2,27257.5147,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,LV,IONIQ6,BEV,S1,7,28309.918,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,LV,KONA KAUAI,BEV,S1,12,28579.6292,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,LV,KONA KAUAI,HEV,S1,25,-4236.6381,6.459,2030.5,within lifetime
EU27,hyundai,LV,KONA N KAUAI N,ICE,S1,1,-33619.7606,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,LV,SANTA FE,HEV,S1,12,-25176.9203,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,LV,TUCSON IX35,HEV,S1,225,-16769.2634,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,LV,TUCSON IX35,ICE,S1,11,-19429.4568,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,MT,BAYON,HEV,S1,15,5840.5583,153.822,2177.8,after lifetime
EU27,hyundai,MT,BAYON,ICE,S1,18,5075.5312,133.061,2157.1,after lifetime
EU27,hyundai,MT,I10,ICE,S1,377,6479.4528,171.706,2195.7,after lifetime
EU27,hyundai,MT,I20,HEV,S1,9,6471.8638,171.491,2195.5,after lifetime
EU27,hyundai,MT,I20,ICE,S1,198,6103.755,161.128,2185.1,after lifetime
EU27,hyundai,MT,IONIQ5,BEV,S1,4,17083.3356,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,MT,IONIQ5 N,BEV,S1,1,15064.1033,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,MT,IONIQ6,BEV,S1,5,18231.774,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,MT,KONA KAUAI,BEV,S1,68,18803.7657,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,hyundai,MT,KONA KAUAI,HEV,S1,14,8365.7995,227.715,2251.7,after lifetime
EU27,hyundai,MT,KONA KAUAI,ICE,S1,21,3517.4002,92.801,2116.8,after lifetime
EU27,hyundai,MT,TUCSON IX35,HEV,S1,8,3725.6572,98.034,2122.0,after lifetime
EU27,hyundai,NL,BAYON,HEV,S1,968,-11748.2287,,,crossover before sale year (product already above benchmark at t=0)
EU27,hyundai,NL,GV60 GENESIS GV60,BEV,S1,1,13227.8485,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
